Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Label
222.518213,2.6,9.13,0.76,-0.04,0,-0.02,Walk
222.6225898,2.82,9.27,0.79,-0.04,-0.01,0,Walk
222.7280371,2.86,9.22,0.85,-0.04,0,-0.01,Walk
222.8334131,2.7,9.2,0.83,-0.03,-0.02,-0.01,Walk
222.938153,2.82,9.22,0.88,-0.04,-0.01,-0.02,Walk
223.0736949,2.68,9.21,0.89,-0.03,-0.01,-0.04,Walk
223.1486151,2.5,9.18,0.89,-0.04,-0.01,0,Walk
223.2539701,2.8,9.28,0.91,-0.03,-0.04,0,Walk
223.3586171,2.53,9.17,0.94,-0.01,0,-0.03,Walk
223.4636149,2.52,9.23,0.88,-0.04,-0.02,0.02,Walk
223.569742,2.8,9.35,0.9,-0.03,-0.04,-0.02,Walk
223.6736739,2.51,9.24,0.9,-0.01,-0.05,-0.02,Walk
223.7785249,2.53,9.24,0.9,-0.04,-0.02,0.01,Walk
223.8833032,2.69,9.28,1,-0.02,-0.01,-0.01,Walk
223.98861,2.4,9.23,0.86,-0.01,-0.04,0.01,Walk
224.0938392,2.44,9.17,0.88,-0.02,-0.03,0,Walk
224.1986418,2.54,9.3,0.85,-0.01,-0.02,0.01,Walk
224.3035641,2.66,9.32,0.9,-0.01,-0.03,0.01,Walk
224.40768,2.55,9.29,0.86,0,-0.02,-0.01,Walk
224.513756,2.59,9.29,0.9,0.01,-0.03,0,Walk
224.618083,2.51,9.24,0.77,0,-0.03,0.03,Walk
224.7235389,2.55,9.27,0.81,-0.02,-0.02,0.02,Walk
224.8296671,2.58,9.25,0.84,-0.02,-0.04,0.02,Walk
224.93364,2.5,9.26,0.85,-0.01,-0.02,0.02,Walk
225.0386529,2.61,9.29,0.76,-0.02,-0.03,0.02,Walk
225.143862,2.58,9.23,0.81,-0.02,-0.03,0.01,Walk
225.2488189,2.6,9.28,0.83,-0.01,-0.04,0.02,Walk
225.3536131,2.61,9.25,0.79,-0.01,0,0.04,Walk
225.4586601,2.79,9.31,0.78,-0.01,-0.03,0.02,Walk
225.5636139,2.67,9.32,0.72,-0.01,-0.04,0.01,Walk
225.6687229,2.63,9.24,0.73,-0.02,-0.05,0.01,Walk
225.7725859,2.68,9.28,0.77,-0.02,-0.07,0,Walk
225.8777258,2.59,9.22,0.7,-0.03,-0.04,0.02,Walk
225.9826009,2.7,9.26,0.76,-0.02,-0.04,0.02,Walk
226.0875719,2.66,9.22,0.76,-0.02,-0.04,0.01,Walk
226.1934431,2.63,9.22,0.78,-0.02,-0.03,0.02,Walk
226.2977631,2.72,9.25,0.7,0,-0.02,0.01,Walk
226.403661,2.67,9.23,0.71,-0.02,-0.01,0.02,Walk
226.5089159,2.71,9.27,0.69,-0.01,-0.02,0.02,Walk
226.614007,2.74,9.23,0.69,-0.01,0,0.01,Walk
226.717891,2.72,9.23,0.68,-0.01,-0.04,0.01,Walk
226.8237948,2.74,9.25,0.63,-0.01,-0.04,0.01,Walk
226.9287102,2.74,9.25,0.68,-0.01,-0.04,0.01,Walk
227.0325282,2.78,9.24,0.65,-0.02,-0.04,0.01,Walk
227.138809,2.77,9.26,0.66,-0.01,-0.03,0.01,Walk
227.2430949,2.72,9.2,0.65,-0.01,-0.04,0.02,Walk
227.3477979,2.74,9.25,0.67,-0.02,-0.03,0.01,Walk
227.4537249,2.76,9.21,0.67,-0.01,-0.01,0,Walk
227.5586581,2.71,9.18,0.66,-0.01,-0.01,0.01,Walk
227.6628311,2.75,9.23,0.63,-0.01,-0.04,0.01,Walk
227.7677,2.68,9.22,0.66,-0.02,-0.04,0.01,Walk
227.8736629,2.79,9.2,0.68,-0.02,-0.03,0.01,Walk
227.9785111,2.77,9.23,0.65,-0.01,-0.03,0.01,Walk
228.0836761,2.78,9.21,0.63,-0.01,0,0.01,Walk
228.2036521,2.72,9.24,0.63,-0.02,-0.04,0.01,Walk
228.2938061,2.79,9.24,0.64,-0.01,0,0.01,Walk
228.3988101,2.72,9.22,0.64,-0.02,-0.04,0.01,Walk
228.503773,2.76,9.27,0.59,-0.03,-0.04,0.01,Walk
228.6087391,2.86,9.25,0.65,-0.02,-0.01,0.01,Walk
228.714102,2.74,9.2,0.65,-0.02,-0.01,0.01,Walk
228.818831,2.83,9.25,0.62,-0.03,-0.03,0.02,Walk
228.9237821,2.85,9.25,0.62,-0.02,-0.01,0,Walk
229.0280981,2.78,9.21,0.66,-0.04,-0.03,0.01,Walk
229.1327789,2.81,9.22,0.71,-0.04,-0.01,0.01,Walk
229.2388821,2.81,9.21,0.69,-0.03,-0.02,0.01,Walk
229.3438931,2.78,9.19,0.72,-0.03,-0.02,0.01,Walk
229.4625971,2.76,9.21,0.74,-0.02,0,0.02,Walk
229.553014,2.77,9.22,0.69,-0.03,-0.04,0,Walk
229.657758,2.72,9.19,0.72,-0.02,-0.01,0,Walk
229.762569,2.78,9.22,0.69,-0.02,-0.01,0.01,Walk
229.8678331,2.76,9.23,0.7,-0.03,-0.03,0.01,Walk
229.9726231,2.81,9.25,0.72,-0.02,-0.04,0.01,Walk
230.0775149,2.8,9.22,0.72,-0.01,-0.03,0,Walk
230.1825931,2.73,9.2,0.67,-0.01,-0.01,0.01,Walk
230.2877359,2.84,9.27,0.62,-0.01,-0.03,0.02,Walk
230.3927979,2.82,9.22,0.69,-0.02,-0.03,0,Walk
230.4972589,2.75,9.22,0.71,-0.02,-0.05,0.01,Walk
230.6025689,2.78,9.23,0.68,-0.01,-0.01,0.01,Walk
230.707757,2.88,9.27,0.63,-0.02,-0.01,0.01,Walk
230.8125749,2.83,9.22,0.69,-0.02,0,0,Walk
230.9178989,2.76,9.22,0.65,-0.01,-0.04,0.01,Walk
231.022737,2.79,9.16,0.64,0,-0.04,0.01,Walk
231.1281672,2.83,9.28,0.6,-0.01,-0.02,0.01,Walk
231.2327569,2.78,9.21,0.65,-0.01,-0.02,0,Walk
231.3375852,2.77,9.18,0.65,0,-0.03,0.01,Walk
231.4430399,2.82,9.22,0.58,-0.02,-0.03,0.02,Walk
231.547647,2.77,9.21,0.59,-0.02,-0.01,0.01,Walk
231.652724,2.83,9.23,0.54,-0.01,-0.02,0.01,Walk
231.7588179,2.71,9.17,0.53,0,-0.04,0,Walk
231.8625672,2.78,9.24,0.57,-0.01,-0.03,0.02,Walk
231.967643,2.76,9.22,0.5,-0.01,-0.04,0.02,Walk
232.0727301,2.83,9.19,0.49,-0.01,-0.02,0.02,Walk
232.178848,2.84,9.24,0.47,-0.02,0,0.01,Walk
232.2826769,2.85,9.22,0.52,-0.01,-0.02,0.01,Walk
232.3877771,2.85,9.24,0.48,-0.01,-0.03,0.01,Walk
232.492739,2.86,9.22,0.52,-0.02,-0.04,0,Walk
232.5977719,2.79,9.18,0.47,-0.02,-0.02,0.01,Walk
232.7030749,2.79,9.19,0.53,-0.01,-0.04,0.01,Walk
232.8077641,2.89,9.22,0.49,-0.02,-0.01,0.01,Walk
232.9125481,2.86,9.24,0.47,-0.01,-0.02,0.02,Walk
233.0186181,2.93,9.23,0.51,-0.02,-0.02,0.02,Walk
233.1236632,2.82,9.2,0.5,-0.01,-0.02,0.01,Walk
233.228874,2.96,9.24,0.51,-0.02,-0.01,0,Walk
233.3331311,2.93,9.26,0.49,-0.03,-0.01,0,Walk
233.4381611,2.83,9.19,0.48,-0.03,-0.01,0,Walk
233.5431101,2.82,9.19,0.54,-0.04,-0.02,0,Walk
233.6486042,2.9,9.25,0.53,-0.04,-0.04,0,Walk
233.754921,2.82,9.21,0.54,-0.03,-0.01,0,Walk
233.857796,2.9,9.25,0.57,-0.04,-0.04,0.01,Walk
233.9625919,2.85,9.22,0.57,-0.02,-0.04,0.01,Walk
234.0677309,2.89,9.23,0.61,-0.02,-0.04,0.01,Walk
234.17274,2.8,9.2,0.58,-0.02,-0.02,0.01,Walk
234.2778821,2.89,9.2,0.62,-0.03,-0.02,0,Walk
234.382715,2.82,9.22,0.63,-0.02,-0.02,0,Walk
234.4876699,2.85,9.23,0.58,-0.02,-0.03,0.01,Walk
234.5932112,2.79,9.25,0.61,-0.02,0,0.01,Walk
234.697216,2.83,9.18,0.59,-0.01,0,0.01,Walk
234.802645,2.83,9.25,0.56,-0.03,-0.04,0.01,Walk
234.9076359,2.8,9.23,0.59,-0.02,0,0.01,Walk
235.0140719,2.83,9.21,0.6,-0.03,-0.03,0.01,Walk
235.1188872,2.83,9.23,0.62,-0.03,0,0,Walk
235.223866,2.84,9.24,0.62,-0.02,-0.04,0.01,Walk
235.3288,2.8,9.17,0.59,-0.02,-0.04,0.01,Walk
235.4332211,2.85,9.22,0.63,-0.02,-0.01,0.01,Walk
235.538883,2.8,9.22,0.61,-0.04,-0.04,0.01,Walk
235.6438861,2.82,9.24,0.58,-0.02,-0.01,0.01,Walk
235.7487581,2.81,9.21,0.63,-0.02,-0.04,0.01,Walk
235.8838079,2.81,9.26,0.65,-0.02,-0.04,0.01,Walk
235.9586282,2.85,9.24,0.65,-0.02,-0.03,0.01,Walk
236.0635791,2.78,9.23,0.63,-0.02,-0.01,0.01,Walk
236.1687632,2.81,9.22,0.62,-0.02,-0.04,0.01,Walk
236.27353,2.8,9.21,0.65,-0.02,-0.02,0.01,Walk
236.378509,2.84,9.25,0.67,-0.02,-0.01,0.01,Walk
236.48176,2.76,9.25,0.64,-0.02,0,0.01,Walk
236.5888669,2.81,9.25,0.66,-0.02,0,0,Walk
236.6935601,2.8,9.23,0.65,-0.02,-0.01,0.01,Walk
236.7986119,2.82,9.21,0.64,-0.02,-0.02,0.01,Walk
236.9047539,2.76,9.22,0.58,-0.02,0,0.01,Walk
237.0088398,2.8,9.21,0.63,-0.02,0,0.01,Walk
237.1140201,2.81,9.24,0.61,-0.02,-0.04,0.01,Walk
237.2189209,2.8,9.22,0.65,-0.01,-0.02,0.01,Walk
237.3228059,2.83,9.26,0.68,-0.01,-0.02,0.01,Walk
237.4281971,2.8,9.24,0.63,-0.02,-0.04,0.01,Walk
237.53266,2.83,9.22,0.62,-0.03,-0.02,0.01,Walk
237.63764,2.79,9.22,0.66,-0.02,-0.01,0.01,Walk
237.743279,2.81,9.21,0.63,-0.02,-0.02,0.01,Walk
237.848628,2.79,9.23,0.6,-0.02,-0.04,0.01,Walk
237.953624,2.73,9.25,0.61,-0.02,-0.04,0,Walk
238.058296,2.76,9.22,0.61,-0.02,-0.03,0.01,Walk
238.1627729,2.77,9.25,0.64,-0.02,0,0.01,Walk
238.267616,2.78,9.22,0.63,-0.02,-0.03,0.01,Walk
238.3728061,2.79,9.22,0.6,-0.02,-0.04,0.01,Walk
238.477783,2.78,9.24,0.65,-0.02,0,0.01,Walk
238.582835,2.82,9.21,0.65,-0.02,-0.04,0.01,Walk
238.6877391,2.78,9.23,0.59,-0.02,-0.01,0.01,Walk
238.793957,2.78,9.26,0.65,-0.01,-0.02,0.01,Walk
238.8993709,2.82,9.24,0.61,-0.02,-0.04,0.01,Walk
239.0029712,2.8,9.25,0.63,-0.01,0,0.01,Walk
239.1088219,2.81,9.23,0.63,-0.02,-0.04,0.01,Walk
239.2136869,2.8,9.21,0.65,-0.03,-0.02,0.01,Walk
239.318819,2.79,9.21,0.61,-0.02,0,0.01,Walk
239.423866,2.77,9.2,0.63,-0.02,-0.04,0.01,Walk
239.528038,2.83,9.2,0.66,-0.01,-0.04,0.01,Walk
239.633033,2.84,9.22,0.61,-0.02,-0.01,0.01,Walk
239.7398279,2.81,9.2,0.64,-0.01,-0.04,0,Walk
239.843945,2.79,9.22,0.66,-0.02,-0.05,0.01,Walk
239.9475279,2.94,9.27,0.63,-0.02,-0.01,0.01,Walk
240.0536199,2.77,9.2,0.62,-0.01,-0.05,0.01,Walk
240.1587851,2.82,9.18,0.6,0,-0.01,0.01,Walk
240.2638221,2.83,9.21,0.59,-0.01,0,0.01,Walk
240.3688071,2.83,9.23,0.62,-0.01,-0.01,0.01,Walk
240.4738581,2.82,9.2,0.59,-0.02,-0.02,0.01,Walk
240.578851,2.85,9.23,0.62,-0.02,-0.03,0.01,Walk
240.683897,2.85,9.2,0.61,-0.02,-0.01,0.01,Walk
240.788759,2.83,9.18,0.57,-0.01,0,0.01,Walk
240.8934209,2.88,9.25,0.58,-0.02,-0.01,0.01,Walk
240.9985461,2.85,9.23,0.61,-0.02,-0.03,0.01,Walk
241.103713,2.84,9.21,0.62,-0.02,-0.04,0.01,Walk
241.2088749,2.86,9.2,0.63,-0.02,-0.02,0.01,Walk
241.31409,2.82,9.18,0.6,-0.02,-0.04,0.01,Walk
241.4187,2.87,9.24,0.59,-0.03,-0.04,0.01,Walk
241.5238991,2.87,9.21,0.63,-0.02,-0.04,0.01,Walk
241.628865,2.89,9.2,0.64,-0.03,-0.02,0.01,Walk
241.7338791,2.78,9.19,0.62,-0.03,-0.01,0.01,Walk
241.8386769,2.98,9.31,0.63,-0.03,0.01,0.02,Walk
241.9438,2.92,9.24,0.67,-0.02,-0.02,0,Walk
242.0485492,2.82,9.16,0.7,-0.03,0,0,Walk
242.153909,2.82,9.18,0.67,-0.03,-0.03,0.01,Walk
242.2738481,2.87,9.18,0.68,-0.04,-0.01,0.01,Walk
242.363642,2.89,9.25,0.72,-0.02,-0.01,0,Walk
242.4675488,2.78,9.21,0.69,-0.02,-0.01,0.01,Walk
242.5732069,2.88,9.22,0.77,-0.02,-0.01,0.02,Walk
242.6787739,2.8,9.18,0.65,-0.03,-0.02,0,Walk
242.783591,2.86,9.22,0.69,-0.02,0,0,Walk
242.8887169,2.88,9.21,0.71,-0.02,-0.04,0.01,Walk
242.9927092,2.87,9.18,0.76,-0.02,-0.03,0,Walk
243.0988281,2.81,9.22,0.69,-0.03,0,0.01,Walk
243.2038431,2.88,9.2,0.74,-0.02,-0.03,0.01,Walk
243.30882,2.83,9.24,0.76,-0.02,-0.01,0,Walk
243.4140961,2.85,9.21,0.73,-0.02,-0.03,0,Walk
243.5188532,2.82,9.19,0.74,-0.01,-0.05,0,Walk
243.623765,2.85,9.2,0.75,-0.01,-0.03,0.01,Walk
243.72896,2.89,9.2,0.74,-0.01,-0.02,0.01,Walk
243.833668,2.79,9.2,0.67,-0.01,0,0.01,Walk
243.9386091,2.83,9.22,0.72,-0.01,-0.01,0.01,Walk
244.0430961,2.86,9.22,0.66,-0.01,-0.01,0.01,Walk
244.147696,2.88,9.22,0.7,-0.01,-0.05,0.01,Walk
244.2537951,2.78,9.22,0.69,-0.01,-0.03,0.01,Walk
244.358969,2.89,9.24,0.68,-0.01,-0.06,0,Walk
244.463763,2.8,9.19,0.67,0,-0.05,0,Walk
244.5678442,2.93,9.27,0.64,-0.01,-0.01,0.01,Walk
244.6730909,2.85,9.19,0.65,-0.01,-0.04,0.01,Walk
244.77881,2.84,9.2,0.62,-0.02,-0.02,0.01,Walk
244.883723,2.83,9.19,0.62,-0.02,-0.04,0.01,Walk
244.988636,2.77,9.22,0.57,-0.02,-0.03,0.01,Walk
245.093729,2.89,9.23,0.62,-0.01,-0.04,0,Walk
245.1987031,2.81,9.2,0.61,-0.01,-0.01,0.01,Walk
245.3038499,2.89,9.22,0.63,-0.03,-0.04,0.02,Walk
245.4082689,2.79,9.21,0.61,-0.01,-0.04,-0.01,Walk
245.5126011,2.74,9.18,0.6,0,-0.01,0.02,Walk
245.617758,2.88,9.25,0.61,-0.01,0,0.04,Walk
245.7227759,2.9,9.19,0.54,-0.03,0,0.03,Walk
245.8281798,2.83,9.16,0.57,-0.03,-0.02,0.03,Walk
245.9324982,3.11,9.25,0.64,0,0.01,0.01,Walk
246.0377531,2.82,9.15,0.58,0,-0.04,0.01,Walk
246.1431868,3,9.21,0.57,-0.01,-0.01,0.02,Walk
246.247736,2.96,9.19,0.56,0,-0.05,0,Walk
246.352766,2.91,9.18,0.55,-0.02,-0.04,0.01,Walk
246.4577279,2.98,9.2,0.53,-0.01,-0.01,0.01,Walk
246.5624571,2.94,9.23,0.49,-0.02,-0.01,0.02,Walk
246.6675961,2.94,9.17,0.51,-0.02,-0.05,0,Walk
246.773396,2.84,9.14,0.48,-0.02,-0.01,0.01,Walk
246.8777931,2.96,9.2,0.53,-0.02,-0.02,0.02,Walk
246.982724,3.06,9.22,0.53,-0.02,-0.02,0.01,Walk
247.0876331,2.95,9.17,0.52,-0.03,0,0.02,Walk
247.1927421,3.01,9.17,0.57,-0.04,-0.01,0.02,Walk
247.298249,3.02,9.18,0.54,-0.01,-0.02,-0.01,Walk
247.4032331,2.83,9.14,0.54,-0.01,-0.05,0,Walk
247.5090101,2.97,9.19,0.52,-0.02,-0.04,0.02,Walk
247.6141679,3,9.18,0.57,-0.01,-0.03,0.01,Walk
247.7186632,2.99,9.21,0.51,-0.02,-0.04,0.01,Walk
247.823873,3.01,9.18,0.54,-0.03,-0.03,0.02,Walk
247.9280791,3,9.17,0.54,-0.04,-0.03,0.03,Walk
248.0326729,3.04,9.22,0.47,-0.07,-0.01,0.01,Walk
248.138644,3,9.2,0.63,-0.06,-0.03,0.01,Walk
248.243952,3.01,9.18,0.64,-0.05,-0.02,0.01,Walk
248.348238,2.99,9.19,0.72,-0.05,-0.01,0,Walk
248.4537179,2.85,9.13,0.78,-0.07,0,0,Walk
248.558707,3.04,9.18,0.75,-0.06,-0.02,0,Walk
248.6631329,2.95,9.15,0.81,-0.05,-0.02,-0.01,Walk
248.7698879,2.94,9.15,0.82,-0.03,-0.03,-0.02,Walk
248.873708,3.05,9.21,0.83,-0.02,-0.02,-0.02,Walk
248.9784429,2.87,9.18,0.81,-0.03,-0.03,-0.01,Walk
249.0838792,2.85,9.16,0.91,-0.03,-0.01,0,Walk
249.188863,2.97,9.17,0.85,-0.02,-0.04,0.01,Walk
249.2938201,2.96,9.17,0.88,-0.02,-0.04,0.01,Walk
249.397547,2.87,9.17,0.82,-0.01,-0.03,0.01,Walk
249.502852,2.95,9.19,0.84,-0.02,-0.04,0.01,Walk
249.6078022,2.82,9.14,0.82,-0.01,-0.04,0.01,Walk
249.71205,2.84,9.13,0.81,-0.02,-0.01,0.01,Walk
249.8177462,2.98,9.18,0.86,-0.01,-0.03,0.01,Walk
249.9537671,2.88,9.18,0.77,-0.03,-0.02,0.01,Walk
250.0287869,2.95,9.15,0.81,-0.03,-0.03,0,Walk
250.1338429,2.91,9.19,0.85,-0.03,-0.03,0,Walk
250.2386169,2.83,9.13,0.87,-0.02,-0.04,0,Walk
250.3449249,2.9,9.17,0.84,-0.02,-0.03,-0.01,Walk
250.44858,2.83,9.14,0.87,0,-0.04,0,Walk
250.5538669,2.86,9.18,0.81,-0.01,-0.02,0,Walk
250.6588469,2.79,9.16,0.84,-0.01,-0.01,0.01,Walk
250.763799,2.89,9.17,0.8,-0.02,0,0.01,Walk
250.869092,2.89,9.2,0.81,-0.03,-0.02,0.01,Walk
250.9736681,2.88,9.19,0.79,-0.01,-0.04,0,Walk
251.0788012,2.84,9.2,0.79,-0.01,-0.02,0,Walk
251.1836491,2.92,9.25,0.79,-0.01,-0.03,0.01,Walk
251.2885921,2.87,9.22,0.79,0,-0.02,0.01,Walk
251.3925591,2.89,9.15,0.74,0.01,-0.03,0.01,Walk
251.4978969,2.88,9.22,0.75,0,-0.01,0.01,Walk
251.6027918,2.89,9.23,0.74,-0.01,-0.03,0.01,Walk
251.708775,2.96,9.21,0.69,-0.02,-0.05,0,Walk
251.8127129,2.9,9.17,0.74,-0.02,-0.02,0,Walk
251.919806,2.88,9.19,0.7,-0.02,-0.02,0,Walk
252.0236599,2.85,9.19,0.78,-0.04,-0.01,0,Walk
252.1288991,2.87,9.19,0.74,-0.03,-0.01,0,Walk
252.2327061,2.76,9.17,0.74,-0.04,0.01,-0.01,Walk
252.3383238,2.83,9.22,0.76,-0.03,0,-0.02,Walk
252.4439311,2.68,9.17,0.73,-0.05,0.01,-0.02,Walk
252.5486951,2.73,9.23,0.78,-0.04,-0.02,-0.04,Walk
252.653759,2.79,9.28,0.94,-0.04,-0.01,-0.05,Walk
252.7576828,2.73,9.23,0.97,-0.05,0.01,-0.04,Walk
252.863236,2.55,9.23,0.93,-0.06,-0.01,-0.05,Walk
252.9682691,2.52,9.26,0.97,-0.06,0,-0.04,Walk
253.0733249,2.41,9.22,1.1,-0.05,-0.01,-0.05,Walk
253.17869,2.49,9.35,1.05,-0.06,0.01,-0.07,Walk
253.2836661,2.29,9.3,1.07,-0.07,0,-0.06,Walk
253.388669,2.26,9.35,1.21,-0.07,0.01,-0.06,Walk
253.4938099,2.2,9.25,1.37,-0.06,-0.01,-0.06,Walk
253.598886,2.02,9.31,1.19,-0.06,0.01,-0.07,Walk
253.703481,2.1,9.4,1.35,-0.06,-0.02,-0.05,Walk
253.8086898,2.17,9.34,1.53,-0.04,0,-0.07,Walk
253.9143841,1.83,9.33,1.4,-0.02,0,-0.1,Walk
254.018281,1.34,9.18,1,-0.14,-0.07,-0.03,Walk
254.1237512,2.51,9.79,1.69,0.01,-0.06,-0.06,Walk
254.228905,1.36,9.25,1.44,0.11,-0.04,-0.11,Walk
254.332696,1.54,9.4,1.24,0.13,-0.09,0,Walk
254.4377501,1.73,9.53,0.97,0.09,-0.07,-0.03,Walk
254.5426681,1.64,9.52,1.02,0.16,-0.09,-0.09,Walk
254.6478121,1.33,9.42,0.71,0.16,-0.08,-0.04,Walk
254.752696,1.63,9.59,0.62,0.18,-0.09,-0.08,Walk
254.8577652,1.37,9.41,0.2,0.23,-0.1,-0.13,Walk
254.9634371,1.02,9.54,-0.05,0.21,-0.11,-0.1,Walk
255.0831339,1.13,9.61,-0.12,0.2,-0.1,-0.13,Walk
255.1734781,1.13,9.64,-0.23,0.24,-0.13,-0.12,Walk
255.278487,-1.97,8.92,-0.88,0.39,-0.17,-0.14,Walk
255.3830421,0.39,9.52,-1.07,0.3,-0.14,-0.23,Walk
255.4887111,0.2,9.54,-1.28,0.27,-0.09,-0.19,Walk
255.5928299,0.19,9.73,-1.64,0.25,-0.04,-0.3,Walk
255.6987131,-0.6,9.33,-2.03,0.22,-0.01,-0.25,Walk
255.8036761,-0.31,9.5,-2.25,0.19,-0.08,-0.2,Walk
255.9076469,-0.46,9.27,-2.39,0.17,-0.11,-0.34,Walk
256.0141339,-2,8.97,-3.28,0.14,-0.19,-0.33,Walk
256.1187961,-1.92,8.9,-2.14,0.08,-0.23,-0.18,Walk
256.223352,-2.22,8.9,-1.89,-0.05,-0.23,0.3,Walk
256.343935,-0.59,9.55,-2.54,0.08,0.09,-0.06,Walk
256.4348342,-1.14,9.39,-2.52,0.02,-0.12,-0.16,Walk
256.5383151,-1.54,9,-2.84,0.1,0.1,-0.38,Walk
256.642998,-0.29,9.84,-2.16,0.06,-0.21,-0.54,Walk
256.7487001,1.39,12.9,-0.1,-0.14,-2.17,-2.59,Walk
256.8533251,-9.35,11.77,1.71,-0.44,-1.08,-1.62,Walk
256.9586711,-7.08,4.38,-1.37,-0.74,-1.36,-0.28,Walk
257.0637629,-8.31,2.36,-3.53,-0.25,-0.76,0.89,Walk
257.1685441,-7.88,4.73,-2.24,0.42,-0.62,1.5,Walk
257.273828,-5.1,4.67,-0.13,0.11,0.43,1.32,Walk
257.3786528,-5.94,6.61,0.5,0.02,0.46,0.95,Walk
257.483923,-4.98,9.11,0.53,-0.12,0.27,0.97,Walk
257.5887301,11.72,11.37,-0.95,-0.12,-0.53,-1.49,Walk
257.6927822,2.26,12.51,-1.1,-0.02,-0.16,-0.11,Walk
257.7982681,-2.59,8.97,-0.13,-0.02,0.04,-0.07,Walk
257.9038122,-3.15,8.94,-0.62,-0.07,0.09,0.25,Walk
258.0087118,-5.02,7.92,-0.82,-0.12,0.47,0.18,Walk
258.1141911,-1.24,9.85,-0.9,-0.05,0.4,0.22,Walk
258.218745,-1.49,9.49,-0.46,-0.11,0.18,0.42,Walk
258.323365,-1.49,9.44,-0.1,-0.13,-0.01,0.64,Walk
258.428509,-0.14,9.48,-0.1,-0.12,0,0.83,Walk
258.5338092,0.42,9.54,-0.09,-0.13,-0.06,1.13,Walk
258.6387429,5.58,10.55,1.65,0,-0.03,-0.31,Walk
258.74387,1.58,9.46,0.06,-0.01,-0.09,-0.16,Walk
258.8476961,1.41,9.39,0.01,0,-0.01,0,Walk
258.9528792,1.81,9.52,0.12,-0.03,-0.02,0.03,Walk
259.058763,1.71,9.52,0.02,-0.01,-0.04,-0.02,Walk
259.1800129,1.67,9.49,0.07,-0.01,-0.03,0,Walk
259.2678499,1.56,9.47,0.03,-0.02,-0.02,0.02,Walk
259.3737311,1.68,9.51,0.02,-0.01,-0.03,0,Walk
259.478662,1.67,9.5,0.03,-0.02,-0.03,0.01,Walk
259.5823741,1.72,9.5,0.05,-0.02,-0.03,0.01,Walk
259.6874781,1.63,9.46,0,-0.02,-0.02,0,Walk
259.7939031,1.67,9.51,0.05,-0.02,-0.03,0,Walk
259.8985231,1.71,9.53,0.06,0,-0.04,0,Walk
260.0036359,1.63,9.5,0.02,-0.01,-0.02,0.01,Walk
260.1099341,1.64,9.51,0,-0.01,-0.04,0.01,Walk
260.2127161,1.68,9.5,0,-0.02,-0.02,0.01,Walk
260.3187311,1.69,9.53,-0.02,-0.02,-0.02,0.01,Walk
260.423347,1.63,9.48,0.04,-0.02,-0.02,0.01,Walk
260.5281992,1.65,9.48,0,-0.02,-0.02,0.01,Walk
260.6336062,1.71,9.5,0.04,-0.02,-0.04,0.01,Walk
260.7379351,1.66,9.5,0.03,-0.02,-0.03,0.01,Walk
260.843559,1.76,9.54,0.04,-0.03,-0.03,0.01,Walk
260.9476609,1.67,9.5,0.07,-0.02,-0.03,0.01,Walk
261.0528629,1.77,9.58,0,-0.02,-0.03,0.02,Walk
261.1577141,1.67,9.5,0.04,-0.02,-0.03,0.01,Walk
261.262686,1.73,9.51,0.05,-0.03,-0.02,0.02,Walk
261.367903,1.75,9.53,0.15,-0.02,-0.03,0.01,Walk
261.4729359,1.73,9.48,0.06,-0.01,-0.03,0.01,Walk
261.5777841,1.7,9.5,0.03,-0.01,-0.02,0.02,Walk
261.6828921,1.73,9.54,0.03,-0.01,-0.02,0.02,Walk
261.787863,1.79,9.51,0.01,-0.01,-0.03,0.03,Walk
261.8939278,1.72,9.48,0.04,-0.01,-0.01,0.05,Walk
261.997689,1.91,9.52,0.05,0.02,-0.02,0.03,Walk
262.102927,1.74,9.49,-0.03,0.02,-0.03,0.01,Walk
262.207912,1.86,9.5,-0.1,0.01,-0.01,0.01,Walk
262.314182,2.04,9.58,0.02,0.02,0.03,-0.01,Walk
262.418911,1.87,9.39,-0.19,0.04,0.07,-0.07,Walk
262.5246651,1.45,9.48,-0.3,0.01,0.14,-0.04,Walk
262.628984,1.6,9.74,-0.34,0,0.19,-0.06,Walk
262.7628889,1.36,9.61,-0.41,-0.01,0.28,-0.08,Walk
262.837666,1.58,9.57,-0.39,0.03,0.33,-0.06,Walk
262.943095,1.6,9.5,0.32,0.03,0.47,0.01,Walk
263.0475969,1.4,9.69,-0.4,0.01,0.39,0.01,Walk
263.1526849,1.16,9.61,-0.24,0.01,0.37,-0.06,Walk
263.2578061,1.22,9.54,-0.22,0.05,0.53,-0.01,Walk
263.3630662,1.23,9.43,-0.34,-0.05,0.4,0.07,Walk
263.4677439,1.64,9.62,0.33,-0.09,0.21,0.08,Walk
263.5728371,0.75,9.12,-0.34,-0.09,0.21,0.1,Walk
263.678632,2.13,9.69,0.42,-0.12,0.06,0.12,Walk
263.78353,1.59,9.41,0.49,-0.07,0.03,0.02,Walk
263.8888481,1.75,9.55,0.51,-0.03,0,0.09,Walk
263.993598,1.91,9.52,0.51,-0.03,0,0.05,Walk
264.0986731,1.97,9.57,0.48,-0.05,-0.02,0.03,Walk
264.2037339,1.36,9.39,0.23,-0.08,-0.01,0.03,Walk
