Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Label
825.8511961,1.53,9.48,0.61,-0.02,-0.03,0.01,Stand
825.9558849,1.52,9.55,0.55,-0.02,-0.01,0.01,Stand
826.0606661,1.54,9.52,0.58,-0.03,-0.02,0.01,Stand
826.1669991,1.51,9.52,0.57,-0.02,-0.02,0.01,Stand
826.270812,1.51,9.53,0.56,-0.02,-0.03,0.01,Stand
826.3758059,1.52,9.52,0.57,-0.01,-0.02,0.01,Stand
826.4807851,1.53,9.49,0.54,-0.01,-0.02,0.01,Stand
826.5869622,1.51,9.51,0.57,-0.02,-0.02,0.01,Stand
826.6925728,1.52,9.48,0.59,-0.02,-0.02,0.01,Stand
826.7966959,1.51,9.51,0.57,-0.01,-0.02,0.01,Stand
826.901937,1.51,9.52,0.59,-0.02,-0.01,0.01,Stand
827.005857,1.51,9.51,0.57,-0.02,-0.02,0.01,Stand
827.110842,1.52,9.5,0.57,-0.02,-0.03,0.01,Stand
827.2457032,1.53,9.51,0.54,-0.02,-0.03,0.01,Stand
827.320688,1.53,9.5,0.58,-0.02,-0.02,0.01,Stand
827.4257588,1.49,9.51,0.56,-0.02,-0.02,0.01,Stand
827.5307021,1.54,9.55,0.57,-0.02,-0.02,0.01,Stand
827.63608,1.53,9.49,0.55,-0.02,-0.02,0.01,Stand
827.740726,1.49,9.5,0.61,-0.02,-0.02,0,Stand
827.8457131,1.52,9.53,0.55,-0.01,-0.03,0.01,Stand
827.9512219,1.48,9.49,0.58,-0.02,-0.03,0.01,Stand
828.0557299,1.55,9.54,0.57,-0.01,-0.01,0,Stand
828.160969,1.52,9.51,0.55,-0.01,-0.02,0.01,Stand
828.26577,1.49,9.49,0.53,-0.01,-0.02,0,Stand
828.3709319,1.5,9.5,0.57,-0.03,-0.03,0.01,Stand
828.4758918,1.49,9.5,0.53,-0.01,-0.02,0.01,Stand
828.580915,1.53,9.53,0.54,-0.02,-0.03,0.01,Stand
828.6871901,1.49,9.53,0.56,-0.02,-0.01,0.01,Stand
828.792084,1.5,9.5,0.54,-0.02,-0.04,0.01,Stand
828.896204,1.47,9.52,0.53,-0.02,-0.03,0.01,Stand
829.00088,1.52,9.51,0.56,-0.02,-0.01,0.01,Stand
829.106921,1.52,9.5,0.55,-0.02,-0.02,0.01,Stand
829.2114899,1.48,9.5,0.55,-0.02,-0.03,0.01,Stand
829.316957,1.5,9.48,0.53,-0.01,-0.02,0.01,Stand
829.4220128,1.5,9.54,0.54,-0.02,-0.02,0.01,Stand
829.5270259,1.51,9.51,0.54,-0.02,-0.02,0.01,Stand
829.632004,1.52,9.51,0.54,-0.02,-0.02,0.01,Stand
829.7361929,1.51,9.53,0.57,-0.02,-0.02,0,Stand
829.8410301,1.49,9.54,0.55,-0.01,-0.02,0.01,Stand
829.945945,1.53,9.54,0.56,-0.01,-0.02,0.01,Stand
830.0510991,1.5,9.5,0.56,-0.01,-0.03,0.01,Stand
830.156044,1.5,9.52,0.52,-0.01,-0.04,0.01,Stand
830.2611399,1.5,9.5,0.56,-0.02,-0.01,0.01,Stand
830.3651671,1.48,9.51,0.53,-0.02,-0.03,0.01,Stand
830.4721599,1.51,9.54,0.54,-0.02,-0.01,0.01,Stand
830.5749519,1.49,9.56,0.53,-0.02,-0.03,0.01,Stand
830.6808922,1.5,9.53,0.56,-0.02,-0.02,0.01,Stand
830.787113,1.51,9.5,0.53,-0.03,-0.01,0.01,Stand
830.892045,1.51,9.52,0.53,-0.01,-0.01,0.01,Stand
830.996963,1.53,9.52,0.51,-0.02,0,0.01,Stand
831.1016829,1.53,9.54,0.56,-0.01,-0.03,0.01,Stand
831.206955,1.5,9.52,0.55,-0.02,-0.02,0.01,Stand
831.3109481,1.52,9.54,0.54,-0.02,-0.02,0.01,Stand
831.4158351,1.51,9.51,0.55,-0.02,-0.01,0.01,Stand
831.5219581,1.51,9.5,0.57,-0.02,-0.01,0.01,Stand
831.627157,1.54,9.51,0.55,-0.02,-0.01,0.01,Stand
831.732177,1.56,9.51,0.57,-0.02,-0.03,0.01,Stand
831.837199,1.54,9.53,0.59,-0.01,-0.03,0.01,Stand
831.9421282,1.53,9.52,0.54,-0.02,-0.02,0.01,Stand
832.0478981,1.54,9.52,0.57,-0.02,-0.03,0.01,Stand
832.1519752,1.52,9.5,0.56,-0.01,-0.02,0.01,Stand
832.2570889,1.54,9.51,0.57,-0.02,-0.03,0.01,Stand
832.3621821,1.55,9.54,0.55,-0.02,-0.03,0.01,Stand
832.4670682,1.52,9.5,0.54,-0.02,-0.02,0.01,Stand
832.570895,1.53,9.52,0.57,-0.01,-0.02,0.01,Stand
832.6772122,1.53,9.52,0.57,-0.02,-0.03,0.01,Stand
832.7808471,1.54,9.52,0.58,-0.02,-0.01,0.01,Stand
832.885689,1.55,9.54,0.57,-0.02,-0.02,0.01,Stand
832.991972,1.53,9.51,0.58,-0.02,-0.02,0.01,Stand
833.0968571,1.56,9.51,0.54,-0.02,-0.03,0.01,Stand
833.2018731,1.55,9.51,0.53,-0.01,-0.01,0.01,Stand
833.3058271,1.55,9.53,0.57,-0.02,-0.02,0.01,Stand
833.4107509,1.52,9.51,0.56,-0.02,-0.01,0.01,Stand
833.516988,1.52,9.5,0.54,-0.02,-0.02,0.01,Stand
833.6361909,1.51,9.5,0.56,-0.02,-0.03,0.01,Stand
833.7268591,1.53,9.52,0.57,-0.02,-0.03,0.01,Stand
833.8320949,1.52,9.5,0.57,-0.02,-0.01,0.01,Stand
833.9368451,1.49,9.5,0.57,-0.02,-0.02,0.01,Stand
834.0406818,1.53,9.54,0.56,-0.01,-0.03,0.01,Stand
834.1461351,1.52,9.55,0.57,-0.01,-0.03,0.01,Stand
834.2511191,1.52,9.52,0.54,-0.02,-0.03,0,Stand
834.3559558,1.52,9.53,0.55,-0.01,-0.02,0.01,Stand
834.4619069,1.56,9.54,0.51,-0.02,-0.02,0.01,Stand
834.5656099,1.54,9.5,0.56,-0.02,-0.01,0.01,Stand
834.6708231,1.56,9.53,0.55,-0.02,-0.02,0.01,Stand
834.7770529,1.53,9.51,0.56,-0.02,-0.02,0.01,Stand
834.8818469,1.52,9.53,0.55,-0.02,-0.03,0.01,Stand
834.98701,1.5,9.51,0.56,-0.01,-0.03,0.01,Stand
835.091789,1.53,9.54,0.53,-0.03,-0.02,0.01,Stand
835.1968281,1.5,9.51,0.56,-0.02,-0.04,0.01,Stand
835.2999601,1.54,9.5,0.55,-0.02,-0.02,0.01,Stand
835.405,1.52,9.52,0.55,-0.02,-0.03,0.01,Stand
835.5106959,1.5,9.53,0.55,-0.02,-0.02,0.01,Stand
835.6157072,1.52,9.51,0.55,-0.03,-0.02,0.01,Stand
835.7208021,1.5,9.5,0.56,-0.02,-0.03,0.01,Stand
835.8258979,1.5,9.51,0.57,-0.02,-0.03,0.01,Stand
835.9319642,1.52,9.49,0.53,-0.02,-0.02,0.01,Stand
836.0370131,1.54,9.52,0.57,-0.02,-0.03,0.01,Stand
836.1420181,1.51,9.53,0.54,-0.02,-0.03,0.01,Stand
836.2467229,1.56,9.51,0.59,-0.02,-0.02,0.01,Stand
836.3520679,1.57,9.56,0.58,-0.01,-0.02,0.01,Stand
836.457083,1.52,9.51,0.58,-0.02,-0.03,0.01,Stand
836.5619791,1.57,9.49,0.58,-0.02,-0.01,0.01,Stand
836.6669869,1.54,9.54,0.56,-0.02,-0.03,0.01,Stand
836.7719591,1.54,9.5,0.57,-0.02,-0.03,0.01,Stand
836.8768671,1.53,9.5,0.52,-0.02,-0.03,0.01,Stand
836.9820271,1.53,9.47,0.56,-0.01,-0.02,0.01,Stand
837.0869749,1.54,9.52,0.51,-0.02,-0.03,0.01,Stand
837.1919129,1.55,9.55,0.55,-0.02,-0.01,0.01,Stand
837.2967422,1.53,9.54,0.53,-0.02,-0.04,0.01,Stand
837.4020469,1.52,9.51,0.53,-0.02,-0.02,0,Stand
837.507019,1.52,9.53,0.59,-0.02,-0.04,0.01,Stand
837.6109669,1.56,9.53,0.51,-0.02,-0.03,0.01,Stand
837.7168372,1.54,9.5,0.54,-0.02,-0.03,0.01,Stand
837.8218501,1.53,9.52,0.54,-0.02,-0.01,0.01,Stand
837.9268999,1.5,9.5,0.56,-0.01,-0.03,0.01,Stand
838.033643,1.55,9.52,0.56,-0.02,-0.01,0.01,Stand
838.136061,1.53,9.5,0.54,-0.02,-0.02,0.01,Stand
838.240669,1.54,9.5,0.55,-0.02,-0.01,0.01,Stand
838.3458769,1.54,9.53,0.53,-0.02,-0.02,0.01,Stand
838.451257,1.53,9.52,0.55,-0.02,-0.02,0.01,Stand
838.5568881,1.53,9.53,0.55,-0.02,-0.03,0.01,Stand
838.6606159,1.49,9.52,0.54,-0.02,-0.03,0.01,Stand
838.7670541,1.55,9.49,0.54,-0.02,-0.01,0.01,Stand
838.8720441,1.52,9.51,0.53,-0.02,-0.02,0,Stand
838.9768829,1.57,9.48,0.53,-0.02,-0.03,0.01,Stand
839.0820339,1.53,9.52,0.51,-0.02,-0.02,0.01,Stand
839.1870232,1.51,9.49,0.54,-0.01,-0.03,0.01,Stand
839.2919869,1.5,9.53,0.56,-0.02,-0.01,0,Stand
839.396919,1.49,9.55,0.53,-0.02,-0.02,0,Stand
839.5018239,1.54,9.53,0.51,-0.02,-0.02,0,Stand
839.6064801,1.49,9.5,0.54,-0.02,-0.01,0.01,Stand
839.711818,1.46,9.52,0.5,-0.03,-0.02,0.01,Stand
839.8169489,1.47,9.53,0.53,-0.04,-0.02,0.01,Stand
839.921627,1.42,9.5,0.52,-0.04,-0.01,0,Stand
840.041954,1.48,9.52,0.61,-0.04,-0.02,-0.01,Stand
840.1317539,1.47,9.51,0.62,-0.02,-0.02,0,Stand
840.2362571,1.51,9.61,0.56,-0.03,-0.01,0,Stand
840.340991,1.48,9.5,0.68,-0.03,-0.03,0,Stand
840.4470541,1.41,9.49,0.67,-0.03,-0.02,0,Stand
840.551369,1.38,9.42,0.71,-0.02,-0.02,0,Stand
840.6568949,1.45,9.47,0.67,-0.02,-0.03,0,Stand
840.762074,1.35,9.5,0.62,-0.02,-0.01,0,Stand
840.8670499,1.41,9.5,0.68,-0.01,-0.02,0,Stand
840.9709492,1.37,9.54,0.62,-0.02,-0.02,0,Stand
841.0757618,1.33,9.56,0.62,-0.02,-0.03,0,Stand
841.1817651,1.38,9.53,0.66,-0.02,-0.02,0,Stand
841.3162072,1.41,9.56,0.62,-0.02,-0.03,0,Stand
841.392091,1.43,9.59,0.61,-0.02,-0.02,0.01,Stand
841.496763,1.44,9.6,0.66,-0.03,-0.01,0.02,Stand
841.601666,1.43,9.48,0.68,-0.02,-0.02,0.01,Stand
841.7070262,1.36,9.5,0.65,-0.02,-0.02,0,Stand
841.811872,1.3,9.45,0.67,-0.01,-0.01,0.02,Stand
841.9170201,1.38,9.55,0.65,-0.01,-0.01,0.01,Stand
842.0218942,1.41,9.54,0.64,-0.02,-0.02,0.01,Stand
842.128803,1.42,9.49,0.64,-0.02,-0.02,0.01,Stand
842.230824,1.41,9.51,0.68,-0.02,-0.02,0.01,Stand
842.336271,1.38,9.54,0.67,-0.02,-0.01,0.01,Stand
842.4408441,1.39,9.52,0.66,-0.02,-0.02,0.01,Stand
842.5457761,1.41,9.52,0.66,-0.02,-0.02,0.01,Stand
842.6512351,1.39,9.52,0.67,-0.01,-0.02,0.01,Stand
842.7557192,1.4,9.51,0.67,-0.02,-0.03,0.01,Stand
842.8608608,1.44,9.54,0.68,-0.02,-0.03,0.01,Stand
842.9659481,1.38,9.52,0.66,-0.01,-0.01,0.01,Stand
843.0707362,1.45,9.54,0.72,-0.02,-0.02,0.01,Stand
843.17592,1.39,9.52,0.67,-0.01,-0.02,0.01,Stand
843.281394,1.41,9.59,0.67,-0.02,-0.02,0.01,Stand
843.3856199,1.41,9.54,0.65,-0.02,-0.03,0.01,Stand
843.4907651,1.44,9.53,0.68,-0.01,-0.02,0.01,Stand
843.5958519,1.42,9.51,0.66,-0.02,-0.02,0.01,Stand
843.7009032,1.41,9.5,0.69,-0.02,-0.01,0.01,Stand
843.8058219,1.45,9.53,0.67,-0.02,-0.02,0.01,Stand
843.910907,1.44,9.54,0.69,-0.03,-0.01,0.01,Stand
844.0157759,1.41,9.5,0.72,-0.02,-0.02,0.01,Stand
844.1208,1.42,9.54,0.7,-0.03,-0.01,0.01,Stand
844.2271531,1.47,9.46,0.74,-0.03,-0.02,0.01,Stand
844.3315721,1.43,9.5,0.68,-0.02,-0.02,0.01,Stand
844.4370449,1.44,9.48,0.73,-0.03,-0.02,0.01,Stand
844.5419703,1.45,9.54,0.72,-0.02,-0.01,0.01,Stand
844.646946,1.46,9.5,0.75,-0.01,-0.03,0.01,Stand
844.7511961,1.46,9.49,0.73,-0.03,-0.03,0.01,Stand
844.855912,1.44,9.51,0.74,-0.02,-0.01,0.01,Stand
844.9608951,1.45,9.5,0.74,-0.03,-0.02,0.01,Stand
845.067075,1.47,9.54,0.77,-0.02,-0.03,0.01,Stand
845.171808,1.48,9.52,0.73,-0.02,-0.03,0.01,Stand
845.276377,1.47,9.51,0.72,-0.01,-0.02,0.01,Stand
845.3814409,1.42,9.52,0.73,-0.02,-0.02,0.01,Stand
845.4871411,1.44,9.54,0.74,-0.01,-0.02,0.01,Stand
845.5919778,1.43,9.5,0.74,-0.02,-0.03,0.01,Stand
845.697747,1.45,9.5,0.71,-0.02,-0.03,0.01,Stand
845.80196,1.43,9.54,0.74,-0.02,-0.02,0.01,Stand
845.9069891,1.44,9.49,0.69,-0.02,-0.02,0.01,Stand
846.0119741,1.45,9.51,0.73,-0.02,-0.03,0.01,Stand
846.116735,1.39,9.5,0.71,-0.01,-0.03,0.01,Stand
846.2214921,1.48,9.53,0.73,-0.01,-0.03,0,Stand
846.3257992,1.41,9.53,0.68,-0.01,-0.03,0,Stand
846.4458251,1.45,9.55,0.7,-0.02,-0.03,0,Stand
846.535907,1.46,9.52,0.67,-0.02,-0.03,0.01,Stand
846.6408749,1.4,9.49,0.7,-0.01,-0.02,0,Stand
846.7458758,1.42,9.5,0.7,-0.01,-0.02,0,Stand
846.8520949,1.4,9.52,0.68,-0.02,-0.02,0.01,Stand
846.956876,1.37,9.52,0.68,-0.01,-0.02,0.01,Stand
847.0623028,1.41,9.56,0.68,-0.02,-0.02,0.01,Stand
847.167057,1.42,9.54,0.68,-0.01,-0.03,0.01,Stand
847.271579,1.43,9.52,0.67,-0.01,-0.02,0.01,Stand
847.3768692,1.45,9.51,0.67,-0.01,-0.01,0.01,Stand
847.4817882,1.42,9.5,0.65,-0.02,-0.02,0.01,Stand
847.5870609,1.46,9.51,0.66,-0.01,-0.03,0.01,Stand
847.7057002,1.41,9.5,0.67,-0.02,-0.03,0.01,Stand
847.796787,1.44,9.52,0.7,-0.01,-0.01,0.01,Stand
847.90149,1.44,9.52,0.67,-0.02,-0.03,0.01,Stand
848.0068409,1.43,9.5,0.67,-0.02,-0.03,0,Stand
848.1117561,1.44,9.53,0.68,-0.02,-0.02,0.01,Stand
848.2168188,1.42,9.5,0.69,-0.02,-0.02,0.01,Stand
848.320766,1.45,9.54,0.68,-0.02,-0.02,0.01,Stand
848.425827,1.43,9.51,0.65,-0.02,-0.02,0.01,Stand
848.5317669,1.46,9.55,0.65,-0.02,-0.03,0.01,Stand
848.6370392,1.43,9.51,0.68,-0.01,-0.03,0.01,Stand
848.741797,1.43,9.49,0.7,-0.02,-0.02,0.01,Stand
848.8469779,1.47,9.52,0.65,-0.01,-0.04,0.01,Stand
848.952033,1.45,9.55,0.66,-0.02,-0.02,0.01,Stand
849.056874,1.46,9.51,0.69,-0.02,-0.03,0.01,Stand
849.1619871,1.45,9.53,0.66,-0.01,-0.03,0,Stand
849.2665401,1.43,9.5,0.67,-0.01,-0.01,0.01,Stand
849.371747,1.41,9.49,0.7,-0.02,-0.03,0.01,Stand
849.4767501,1.43,9.49,0.63,-0.01,-0.03,0.01,Stand
849.5817599,1.45,9.52,0.68,-0.02,-0.02,0.01,Stand
849.685657,1.44,9.49,0.64,-0.02,-0.02,0.01,Stand
849.7905679,1.43,9.53,0.64,-0.02,-0.01,0.01,Stand
849.896975,1.47,9.55,0.66,-0.02,-0.03,0.01,Stand
850.001828,1.43,9.51,0.67,-0.02,-0.01,0.01,Stand
850.1069529,1.45,9.52,0.65,-0.02,-0.03,0.01,Stand
850.2114758,1.42,9.54,0.68,-0.02,-0.02,0.01,Stand
850.316175,1.45,9.54,0.63,-0.02,-0.02,0.01,Stand
850.4205821,1.44,9.53,0.67,-0.02,-0.02,0.01,Stand
850.5256979,1.42,9.49,0.67,-0.02,-0.02,0.01,Stand
850.6309218,1.43,9.53,0.66,-0.02,-0.02,0.01,Stand
850.737818,1.42,9.52,0.67,-0.01,-0.03,0.01,Stand
850.841346,1.47,9.49,0.65,-0.02,-0.02,0.01,Stand
850.945807,1.46,9.55,0.67,-0.01,-0.02,0.01,Stand
851.0520971,1.45,9.53,0.62,-0.01,-0.01,0.01,Stand
851.1567752,1.41,9.53,0.62,-0.01,-0.04,0.01,Stand
851.26208,1.49,9.51,0.65,-0.02,-0.02,0,Stand
851.366915,1.43,9.49,0.65,-0.01,-0.02,0.01,Stand
851.4719181,1.42,9.55,0.64,-0.01,-0.05,0.01,Stand
851.5771179,1.46,9.52,0.62,-0.01,-0.02,0,Stand
851.6818371,1.43,9.54,0.62,-0.01,-0.02,0,Stand
851.7868481,1.44,9.51,0.62,-0.01,-0.03,0,Stand
851.891753,1.4,9.53,0.61,0,-0.02,0,Stand
851.995873,1.44,9.5,0.59,-0.01,-0.02,0.01,Stand
852.1006761,1.4,9.53,0.6,-0.01,-0.02,0.01,Stand
852.2208052,1.44,9.51,0.57,-0.01,-0.01,0,Stand
852.3108878,1.41,9.51,0.58,-0.01,-0.03,0,Stand
852.4159338,1.39,9.51,0.56,-0.01,-0.03,0.01,Stand
852.521584,1.4,9.54,0.53,-0.01,-0.02,0.01,Stand
852.627157,1.39,9.54,0.54,-0.01,-0.02,0.01,Stand
852.7306831,1.42,9.55,0.54,-0.02,-0.03,0.01,Stand
852.8371241,1.44,9.56,0.56,-0.02,-0.02,0.01,Stand
852.9409111,1.41,9.52,0.51,-0.03,-0.03,0.01,Stand
853.0459261,1.42,9.5,0.53,-0.03,-0.03,0.01,Stand
853.151931,1.42,9.52,0.58,-0.03,-0.03,0.01,Stand
853.25704,1.44,9.56,0.57,-0.03,-0.02,0.01,Stand
853.3608251,1.4,9.51,0.56,-0.02,-0.01,0.01,Stand
853.465713,1.46,9.53,0.58,-0.02,-0.03,0.01,Stand
853.5719359,1.44,9.56,0.56,-0.02,-0.03,0.01,Stand
853.6773241,1.43,9.52,0.57,-0.03,-0.01,0.01,Stand
853.7819121,1.42,9.52,0.61,-0.02,-0.02,0.01,Stand
853.8870299,1.46,9.55,0.6,-0.02,-0.02,0.01,Stand
853.9921222,1.42,9.51,0.59,-0.02,-0.02,0.01,Stand
854.1276441,1.44,9.51,0.56,-0.02,-0.02,0.01,Stand
854.2018511,1.43,9.54,0.58,-0.02,-0.02,0.01,Stand
854.307111,1.41,9.5,0.59,-0.02,-0.03,0.01,Stand
854.4121211,1.44,9.51,0.64,-0.02,-0.01,0.01,Stand
854.5171211,1.46,9.54,0.6,-0.02,-0.01,0.01,Stand
854.6215968,1.41,9.55,0.6,-0.02,-0.03,0.01,Stand
854.7259221,1.47,9.53,0.59,-0.02,-0.03,0.01,Stand
854.8309739,1.43,9.5,0.61,-0.02,-0.03,0.01,Stand
854.9361432,1.46,9.51,0.57,-0.02,-0.01,0.01,Stand
855.040926,1.44,9.54,0.6,-0.02,-0.04,0.01,Stand
855.1469622,1.4,9.52,0.59,-0.02,-0.03,0.01,Stand
855.2513731,1.46,9.52,0.59,-0.02,-0.02,0.01,Stand
855.356287,1.45,9.53,0.59,-0.01,-0.04,0.01,Stand
855.462121,1.39,9.54,0.56,-0.03,-0.04,0.01,Stand
855.5671852,1.45,9.54,0.57,-0.01,-0.03,0.01,Stand
855.6710179,1.43,9.51,0.58,-0.02,-0.02,0.01,Stand
855.7769799,1.42,9.52,0.59,-0.02,-0.02,0.01,Stand
855.8820181,1.43,9.54,0.58,-0.01,-0.01,0.01,Stand
855.986589,1.41,9.49,0.64,-0.02,-0.01,0.01,Stand
856.090827,1.38,9.49,0.54,-0.02,-0.04,0.01,Stand
856.1959641,1.45,9.55,0.59,-0.02,-0.02,0.01,Stand
856.3016989,1.39,9.54,0.59,-0.02,-0.01,0.01,Stand
856.4070919,1.43,9.53,0.56,-0.02,-0.02,0.01,Stand
856.5120981,1.45,9.52,0.57,-0.02,-0.02,0.01,Stand
856.6171331,1.44,9.56,0.57,-0.01,-0.01,0.01,Stand
856.7219751,1.47,9.5,0.58,-0.03,-0.02,0.01,Stand
856.8271348,1.43,9.54,0.58,-0.02,-0.03,0.01,Stand
856.9319291,1.43,9.53,0.58,-0.02,-0.03,0.01,Stand
857.0371041,1.45,9.56,0.58,-0.02,-0.02,0.01,Stand
857.140964,1.44,9.52,0.57,-0.02,-0.03,0.01,Stand
857.2458601,1.44,9.54,0.58,-0.02,-0.02,0.01,Stand
857.351078,1.46,9.55,0.57,-0.02,-0.03,0.01,Stand
857.455996,1.43,9.54,0.6,-0.01,-0.01,0.01,Stand
857.5609679,1.44,9.56,0.59,-0.02,-0.03,0.01,Stand
857.6659021,1.4,9.49,0.62,-0.02,0,0.01,Stand
857.7708669,1.37,9.52,0.57,-0.03,-0.02,0.01,Stand
857.876143,1.42,9.54,0.57,-0.01,-0.03,0.01,Stand
857.9812138,1.44,9.51,0.57,-0.02,-0.03,0.01,Stand
858.0859461,1.46,9.54,0.57,-0.02,-0.03,0.01,Stand
858.1908832,1.44,9.5,0.59,-0.02,-0.03,0.01,Stand
858.2960188,1.42,9.55,0.55,-0.02,-0.03,0.01,Stand
858.400907,1.46,9.49,0.57,-0.02,-0.03,0.01,Stand
858.5059121,1.43,9.55,0.59,-0.02,-0.02,0.01,Stand
858.6109419,1.42,9.53,0.59,-0.02,-0.03,0.01,Stand
858.7166181,1.47,9.55,0.59,-0.01,-0.02,0,Stand
858.8216052,1.41,9.51,0.58,-0.02,-0.02,0.01,Stand
858.9258511,1.46,9.54,0.6,-0.02,-0.04,0.01,Stand
859.0309181,1.41,9.48,0.58,-0.02,-0.02,0.01,Stand
859.1357749,1.42,9.52,0.58,-0.01,-0.03,0.01,Stand
859.241401,1.47,9.54,0.57,-0.01,-0.02,0.01,Stand
859.3469729,1.41,9.5,0.63,-0.01,-0.03,0.01,Stand
859.45208,1.37,9.48,0.54,-0.02,-0.03,0.01,Stand
859.5560241,1.44,9.5,0.56,-0.02,-0.02,0,Stand
859.6619298,1.41,9.54,0.58,-0.03,-0.03,0.01,Stand
859.7657871,1.42,9.55,0.59,-0.03,-0.02,0.01,Stand
859.8709302,1.44,9.51,0.61,-0.02,-0.01,0,Stand
859.977206,1.41,9.52,0.61,-0.02,-0.02,0.01,Stand
860.0821681,1.43,9.54,0.59,-0.02,-0.02,0.01,Stand
860.1859341,1.44,9.53,0.6,-0.02,-0.03,0.01,Stand
860.2900879,1.43,9.53,0.61,-0.03,-0.02,0.01,Stand
860.3952701,1.44,9.53,0.63,-0.03,-0.04,0.01,Stand
860.5158572,1.42,9.5,0.61,-0.02,-0.01,0.01,Stand
860.6061881,1.45,9.5,0.62,-0.02,-0.02,0.01,Stand
860.7108741,1.43,9.5,0.65,-0.03,-0.04,0.01,Stand
860.817014,1.4,9.54,0.62,-0.02,-0.03,0.01,Stand
860.9228752,1.46,9.52,0.62,-0.02,-0.04,0.01,Stand
861.0271432,1.42,9.51,0.64,-0.02,-0.01,0.01,Stand
861.1319301,1.43,9.53,0.63,-0.01,-0.02,0.01,Stand
861.2370529,1.42,9.48,0.63,-0.02,-0.02,0.01,Stand
861.3409111,1.43,9.51,0.64,-0.02,-0.03,0.01,Stand
861.4457941,1.42,9.52,0.63,-0.01,-0.02,0.01,Stand
861.552175,1.44,9.54,0.62,-0.02,-0.02,0.01,Stand
861.656971,1.43,9.53,0.6,-0.02,-0.03,0.01,Stand
861.7621372,1.45,9.53,0.62,-0.01,-0.03,0.01,Stand
861.8668921,1.47,9.53,0.63,-0.02,-0.03,0.01,Stand
861.9719169,1.45,9.51,0.64,-0.02,-0.03,0.01,Stand
862.077132,1.44,9.53,0.59,-0.01,-0.02,0.01,Stand
862.1818092,1.45,9.54,0.61,-0.02,-0.03,0.01,Stand
862.2870772,1.43,9.5,0.61,-0.01,-0.03,0.01,Stand
862.3919082,1.43,9.52,0.62,-0.02,-0.02,0.01,Stand
862.4967821,1.46,9.56,0.62,-0.02,-0.02,0.01,Stand
862.6020701,1.41,9.51,0.6,-0.02,-0.02,0.01,Stand
862.7069418,1.43,9.5,0.62,-0.02,-0.03,0.01,Stand
862.8121841,1.44,9.55,0.64,-0.02,-0.02,0.01,Stand
862.9180391,1.43,9.51,0.65,-0.03,-0.02,0.01,Stand
863.0207281,1.44,9.51,0.61,-0.02,-0.03,0,Stand
863.1258149,1.44,9.56,0.64,-0.02,-0.02,0.01,Stand
863.230794,1.44,9.53,0.61,-0.02,-0.03,0.01,Stand
863.337317,1.45,9.53,0.66,-0.01,-0.02,0.01,Stand
863.4418581,1.43,9.51,0.65,-0.01,-0.01,0.01,Stand
863.54566,1.44,9.5,0.64,-0.02,-0.02,0.01,Stand
863.6521242,1.46,9.52,0.63,-0.02,-0.02,0.01,Stand
863.7563541,1.43,9.52,0.64,-0.02,-0.03,0.01,Stand
863.8608189,1.44,9.51,0.63,-0.02,-0.03,0.01,Stand
863.9671359,1.43,9.51,0.65,-0.02,-0.02,0,Stand
864.0721521,1.43,9.52,0.65,-0.02,-0.01,0.01,Stand
864.177083,1.46,9.54,0.65,-0.02,-0.03,0.01,Stand
864.2819021,1.43,9.49,0.64,-0.02,-0.01,0.01,Stand
864.3857179,1.43,9.52,0.64,-0.02,-0.03,0.01,Stand
864.4927669,1.48,9.53,0.67,-0.02,-0.03,0.01,Stand
864.5959489,1.46,9.54,0.65,-0.02,-0.02,0.01,Stand
864.701045,1.44,9.51,0.62,-0.02,-0.02,0.01,Stand
864.8070631,1.43,9.53,0.65,-0.01,-0.02,0.01,Stand
864.911572,1.46,9.53,0.65,-0.02,-0.02,0,Stand
865.0169661,1.47,9.5,0.65,-0.02,-0.02,0.01,Stand
865.1215229,1.42,9.53,0.65,-0.02,-0.02,0.01,Stand
865.2269571,1.41,9.53,0.65,-0.02,-0.02,0.01,Stand
865.330265,1.43,9.5,0.67,-0.01,-0.02,0.01,Stand
865.435338,1.44,9.5,0.64,-0.02,-0.01,0.01,Stand
865.5414619,1.45,9.51,0.64,-0.02,-0.01,0.01,Stand
865.647059,1.42,9.53,0.66,-0.02,-0.03,0.01,Stand
865.7521689,1.41,9.54,0.63,-0.02,-0.03,0.01,Stand
865.857224,1.44,9.52,0.64,-0.03,-0.03,0.01,Stand
865.962054,1.44,9.53,0.66,-0.02,-0.03,0.01,Stand
866.067194,1.42,9.5,0.65,-0.02,-0.02,0.01,Stand
866.172271,1.47,9.54,0.65,-0.01,-0.01,0.01,Stand
866.2772641,1.44,9.52,0.65,-0.01,-0.02,0.01,Stand
866.3815751,1.41,9.54,0.66,-0.02,-0.03,0,Stand
866.4870951,1.45,9.52,0.64,-0.02,-0.03,0.01,Stand
866.5921049,1.46,9.52,0.62,-0.02,-0.02,0.01,Stand
866.6971629,1.45,9.51,0.63,-0.01,-0.03,0.01,Stand
866.8020661,1.43,9.52,0.6,-0.01,-0.01,0.01,Stand
866.908097,1.45,9.52,0.66,-0.02,-0.01,0,Stand
867.0141182,1.45,9.52,0.63,-0.02,-0.02,0.01,Stand
