Device,Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Annotation
MPY ESP32,901.976145029068,1.47,9.51,0.64,-0.02,-0.02,0.01,Unmarked
MPY ESP32,902.081127166748,1.51,9.48,0.63,-0.02,-0.03,0.01,Unmarked
MPY ESP32,902.1860721111298,1.5,9.52,0.63,-0.02,-0.01,0.01,Unmarked
MPY ESP32,902.2912409305573,1.52,9.53,0.65,-0.02,-0.01,0.01,Unmarked
MPY ESP32,902.3961009979248,1.53,9.51,0.65,-0.02,-0.01,0.01,Unmarked
MPY ESP32,902.5012879371643,1.49,9.51,0.65,-0.02,-0.02,0.0,Unmarked
MPY ESP32,902.6062760353088,1.53,9.51,0.69,-0.02,-0.01,0.01,Unmarked
MPY ESP32,902.7112700939178,1.46,9.5,0.62,-0.01,-0.03,0.01,Unmarked
MPY ESP32,902.8163020610809,1.48,9.51,0.63,-0.01,-0.02,0.01,Unmarked
MPY ESP32,902.9209740161896,1.48,9.5,0.62,-0.02,-0.02,0.01,Unmarked
MPY ESP32,903.0262830257416,1.51,9.53,0.63,-0.02,-0.02,0.01,Unmarked
MPY ESP32,903.1311678886414,1.47,9.49,0.65,-0.02,-0.02,0.01,Unmarked
MPY ESP32,903.236337184906,1.52,9.52,0.63,-0.02,-0.02,0.01,Unmarked
MPY ESP32,903.3412489891052,1.51,9.53,0.63,-0.02,-0.04,0.01,Unmarked
MPY ESP32,903.446161031723,1.47,9.49,0.63,-0.02,-0.01,0.01,Unmarked
MPY ESP32,903.5513889789581,1.45,9.51,0.61,-0.01,-0.03,0.01,Unmarked
MPY ESP32,903.6562440395355,1.5,9.48,0.63,-0.02,-0.04,0.01,Unmarked
MPY ESP32,903.7623469829559,1.53,9.5,0.63,-0.03,-0.02,0.01,Unmarked
MPY ESP32,903.8680391311646,1.48,9.52,0.64,-0.01,-0.01,0.01,Unmarked
MPY ESP32,903.9711480140686,1.5,9.52,0.6,-0.03,-0.02,0.01,Unmarked
MPY ESP32,904.0763139724731,1.51,9.53,0.62,-0.01,-0.02,0.01,Unmarked
MPY ESP32,904.1811010837555,1.5,9.52,0.64,-0.03,-0.04,0.01,Unmarked
MPY ESP32,904.2862379550934,1.51,9.51,0.63,-0.02,-0.02,0.01,Unmarked
MPY ESP32,904.3911559581757,1.5,9.48,0.64,-0.03,-0.02,0.01,Unmarked
MPY ESP32,904.4963781833649,1.49,9.53,0.63,-0.02,-0.04,0.01,Unmarked
MPY ESP32,904.6013848781586,1.51,9.5,0.63,-0.02,-0.04,0.0,Unmarked
MPY ESP32,904.7062590122223,1.49,9.5,0.65,-0.02,-0.04,0.01,Unmarked
MPY ESP32,904.811136007309,1.5,9.51,0.64,-0.02,-0.03,0.01,Unmarked
MPY ESP32,904.9157629013062,1.48,9.5,0.65,-0.02,-0.03,0.01,Unmarked
MPY ESP32,905.0209798812866,1.48,9.55,0.66,-0.02,-0.03,0.01,Unmarked
MPY ESP32,905.1269538402557,1.49,9.5,0.66,-0.01,-0.01,0.01,Unmarked
MPY ESP32,905.232283115387,1.49,9.49,0.64,-0.02,-0.02,0.01,Unmarked
MPY ESP32,905.3366510868073,1.52,9.5,0.62,-0.01,-0.01,0.01,Unmarked
MPY ESP32,905.4416289329529,1.52,9.47,0.63,-0.01,-0.03,0.01,Unmarked
MPY ESP32,905.5473299026489,1.53,9.53,0.64,-0.01,-0.01,0.01,Unmarked
MPY ESP32,905.6515319347382,1.49,9.47,0.67,-0.02,-0.01,0.01,Unmarked
MPY ESP32,905.7571339607239,1.5,9.53,0.61,-0.02,-0.01,0.01,Unmarked
MPY ESP32,905.8624060153961,1.52,9.5,0.6,-0.02,-0.02,0.01,Unmarked
MPY ESP32,905.9806509017944,1.52,9.53,0.63,-0.02,-0.03,0.01,Unmarked
MPY ESP32,906.071268081665,1.5,9.5,0.63,-0.02,-0.03,0.01,Unmarked
MPY ESP32,906.1770849227905,1.5,9.52,0.62,-0.02,-0.02,0.0,Unmarked
MPY ESP32,906.2823910713196,1.52,9.51,0.61,-0.02,-0.01,0.01,Unmarked
MPY ESP32,906.3871989250183,1.49,9.49,0.64,-0.02,-0.02,0.01,Unmarked
MPY ESP32,906.491112947464,1.52,9.52,0.59,-0.03,-0.03,0.01,Unmarked
MPY ESP32,906.5961780548096,1.52,9.51,0.64,-0.02,-0.02,0.0,Unmarked
MPY ESP32,906.7022240161896,1.52,9.51,0.61,-0.02,-0.03,0.01,Unmarked
MPY ESP32,906.8074421882629,1.55,9.5,0.58,-0.02,-0.02,0.01,Unmarked
MPY ESP32,906.9112439155579,1.51,9.52,0.62,-0.02,-0.04,0.01,Unmarked
MPY ESP32,907.0160629749298,1.53,9.54,0.63,-0.01,-0.01,0.01,Unmarked
MPY ESP32,907.1222369670868,1.5,9.5,0.63,-0.02,-0.01,0.01,Unmarked
MPY ESP32,907.2273759841919,1.5,9.51,0.61,-0.02,-0.02,0.01,Unmarked
MPY ESP32,907.3324091434479,1.47,9.51,0.6,-0.02,-0.02,0.01,Unmarked
MPY ESP32,907.4373919963837,1.52,9.5,0.64,-0.02,-0.03,0.01,Unmarked
MPY ESP32,907.5423829555511,1.56,9.53,0.6,-0.02,-0.02,0.01,Unmarked
MPY ESP32,907.6468689441681,1.51,9.49,0.64,-0.02,-0.01,0.01,Unmarked
MPY ESP32,907.7523839473724,1.51,9.49,0.61,-0.02,-0.02,0.01,Unmarked
MPY ESP32,907.8861339092255,1.47,9.49,0.61,-0.02,-0.02,0.01,Unmarked
MPY ESP32,907.961061000824,1.49,9.49,0.62,-0.02,-0.02,0.01,Unmarked
MPY ESP32,908.0662260055542,1.5,9.49,0.6,-0.02,-0.02,0.01,Unmarked
MPY ESP32,908.1721467971802,1.5,9.54,0.61,-0.01,-0.02,0.01,Unmarked
MPY ESP32,908.2773349285126,1.53,9.51,0.6,-0.01,-0.01,0.01,Unmarked
MPY ESP32,908.3811960220337,1.51,9.54,0.59,-0.01,-0.03,0.01,Unmarked
MPY ESP32,908.4860799312592,1.48,9.5,0.59,-0.01,-0.03,0.01,Unmarked
MPY ESP32,908.5913190841675,1.53,9.51,0.61,-0.02,-0.05,0.01,Unmarked
MPY ESP32,908.6961369514465,1.56,9.52,0.58,-0.02,-0.03,0.01,Unmarked
MPY ESP32,908.8013019561768,1.51,9.52,0.57,-0.02,-0.02,0.01,Unmarked
MPY ESP32,908.907390832901,1.5,9.5,0.59,-0.01,-0.02,0.01,Unmarked
MPY ESP32,909.0124311447144,1.51,9.51,0.57,-0.01,-0.02,0.0,Unmarked
MPY ESP32,909.117024898529,1.49,9.53,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,909.2217781543732,1.53,9.52,0.6,-0.01,-0.02,0.01,Unmarked
MPY ESP32,909.3264050483704,1.49,9.54,0.58,-0.02,-0.04,0.01,Unmarked
MPY ESP32,909.4313230514526,1.52,9.51,0.58,-0.02,-0.03,0.01,Unmarked
MPY ESP32,909.5370879173279,1.49,9.54,0.57,-0.01,-0.02,0.01,Unmarked
MPY ESP32,909.6424131393433,1.48,9.53,0.57,-0.02,-0.03,0.01,Unmarked
MPY ESP32,909.7460851669312,1.5,9.52,0.59,-0.01,-0.02,0.01,Unmarked
MPY ESP32,909.8515288829803,1.49,9.49,0.56,-0.02,-0.04,0.01,Unmarked
MPY ESP32,909.9562749862671,1.53,9.54,0.59,-0.02,-0.03,0.01,Unmarked
MPY ESP32,910.0612978935242,1.5,9.51,0.58,-0.01,-0.02,0.01,Unmarked
MPY ESP32,910.1660580635071,1.52,9.54,0.57,-0.02,-0.02,0.01,Unmarked
MPY ESP32,910.2712178230286,1.5,9.53,0.58,-0.01,-0.03,0.01,Unmarked
MPY ESP32,910.3758180141449,1.51,9.5,0.59,-0.02,-0.04,0.01,Unmarked
MPY ESP32,910.4810969829559,1.5,9.51,0.54,-0.01,-0.02,0.01,Unmarked
MPY ESP32,910.5862259864807,1.48,9.5,0.54,-0.01,-0.03,0.0,Unmarked
MPY ESP32,910.6924850940704,1.52,9.51,0.58,-0.01,-0.01,0.01,Unmarked
MPY ESP32,910.796257019043,1.49,9.57,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,910.9022109508514,1.47,9.53,0.57,-0.02,-0.03,0.01,Unmarked
MPY ESP32,911.0073101520538,1.5,9.5,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,911.1123189926147,1.51,9.5,0.54,-0.01,-0.03,0.01,Unmarked
MPY ESP32,911.2172620296478,1.48,9.51,0.53,-0.01,-0.04,0.01,Unmarked
MPY ESP32,911.3234350681305,1.5,9.56,0.56,-0.02,-0.02,0.01,Unmarked
MPY ESP32,911.4272019863129,1.5,9.51,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,911.5322849750519,1.5,9.53,0.51,-0.02,-0.01,0.01,Unmarked
MPY ESP32,911.6373820304871,1.5,9.54,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,911.7429838180542,1.48,9.53,0.54,-0.02,-0.01,0.01,Unmarked
MPY ESP32,911.8472189903259,1.48,9.49,0.55,-0.02,-0.03,0.01,Unmarked
MPY ESP32,911.9514899253845,1.48,9.52,0.54,-0.02,-0.04,0.01,Unmarked
MPY ESP32,912.0562689304352,1.49,9.54,0.55,-0.03,-0.01,0.01,Unmarked
MPY ESP32,912.1622090339661,1.49,9.5,0.56,-0.02,-0.03,0.01,Unmarked
MPY ESP32,912.2671620845795,1.47,9.49,0.56,-0.02,-0.04,0.01,Unmarked
MPY ESP32,912.3723349571228,1.52,9.52,0.55,-0.02,-0.03,0.01,Unmarked
MPY ESP32,912.4775810241699,1.44,9.48,0.55,-0.01,-0.01,0.01,Unmarked
MPY ESP32,912.5817179679871,1.44,9.51,0.52,-0.01,-0.02,0.01,Unmarked
MPY ESP32,912.6860961914062,1.5,9.52,0.54,-0.01,-0.04,0.01,Unmarked
MPY ESP32,912.791806936264,1.49,9.51,0.52,-0.01,-0.03,0.01,Unmarked
MPY ESP32,912.8963329792023,1.51,9.56,0.56,-0.02,-0.03,0.01,Unmarked
MPY ESP32,913.0008819103241,1.49,9.5,0.57,-0.02,-0.03,0.01,Unmarked
MPY ESP32,913.1075260639191,1.51,9.5,0.52,-0.03,-0.03,0.01,Unmarked
MPY ESP32,913.212100982666,1.48,9.53,0.57,-0.02,-0.01,0.01,Unmarked
MPY ESP32,913.3163151741028,1.46,9.5,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,913.4221711158752,1.48,9.52,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,913.5272891521454,1.5,9.53,0.54,-0.01,-0.02,0.01,Unmarked
MPY ESP32,913.6324231624603,1.51,9.5,0.55,-0.01,-0.01,0.01,Unmarked
MPY ESP32,913.7368288040161,1.53,9.5,0.6,-0.02,-0.02,0.01,Unmarked
MPY ESP32,913.8423550128937,1.53,9.53,0.55,-0.01,-0.02,0.01,Unmarked
MPY ESP32,913.9470820426941,1.5,9.53,0.53,-0.01,-0.02,0.01,Unmarked
MPY ESP32,914.0525281429291,1.49,9.51,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,914.1572442054749,1.51,9.51,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,914.2780430316925,1.53,9.53,0.57,-0.01,-0.02,0.01,Unmarked
MPY ESP32,914.3659970760345,1.56,9.52,0.53,-0.01,-0.02,0.01,Unmarked
MPY ESP32,914.4711129665375,1.48,9.5,0.55,-0.01,-0.02,0.0,Unmarked
MPY ESP32,914.5774261951447,1.51,9.52,0.55,-0.02,-0.01,0.01,Unmarked
MPY ESP32,914.682431936264,1.48,9.47,0.54,-0.02,-0.02,0.01,Unmarked
MPY ESP32,914.7872970104218,1.52,9.51,0.52,-0.01,-0.03,0.01,Unmarked
MPY ESP32,914.892322063446,1.51,9.51,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,914.9971199035645,1.49,9.53,0.54,-0.02,-0.0,0.01,Unmarked
MPY ESP32,915.1020810604095,1.53,9.48,0.54,-0.02,-0.03,0.0,Unmarked
MPY ESP32,915.2073829174042,1.53,9.5,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,915.3114469051361,1.52,9.52,0.51,-0.03,-0.02,0.01,Unmarked
MPY ESP32,915.4167919158936,1.54,9.54,0.52,-0.01,-0.03,0.01,Unmarked
MPY ESP32,915.521812915802,1.51,9.52,0.5,-0.02,-0.01,0.01,Unmarked
MPY ESP32,915.6275551319122,1.5,9.52,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,915.7324469089508,1.51,9.52,0.55,-0.03,-0.02,0.01,Unmarked
MPY ESP32,915.8374791145325,1.51,9.54,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,915.9425070285797,1.53,9.52,0.56,-0.01,-0.02,0.01,Unmarked
MPY ESP32,916.0472719669342,1.43,9.5,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,916.1520428657532,1.46,9.51,0.54,-0.02,-0.01,0.01,Unmarked
MPY ESP32,916.256175994873,1.51,9.54,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,916.3624398708344,1.48,9.52,0.52,-0.02,-0.03,0.01,Unmarked
MPY ESP32,916.4667701721191,1.47,9.53,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,916.5721909999847,1.5,9.55,0.5,-0.02,-0.03,0.01,Unmarked
MPY ESP32,916.6767740249634,1.53,9.5,0.52,-0.02,-0.03,0.01,Unmarked
MPY ESP32,916.7811961174011,1.5,9.51,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,916.8863759040833,1.5,9.52,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,916.9913849830627,1.5,9.53,0.56,-0.02,-0.01,0.01,Unmarked
MPY ESP32,917.0963661670685,1.49,9.52,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,917.2013139724731,1.49,9.51,0.5,-0.02,-0.01,0.01,Unmarked
MPY ESP32,917.3062319755554,1.47,9.5,0.51,-0.01,-0.02,0.0,Unmarked
MPY ESP32,917.4110808372498,1.51,9.52,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,917.5163109302521,1.51,9.51,0.49,-0.02,-0.03,0.01,Unmarked
MPY ESP32,917.6212520599365,1.47,9.49,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,917.7263112068176,1.51,9.5,0.54,-0.02,-0.04,0.01,Unmarked
MPY ESP32,917.8312780857086,1.51,9.54,0.49,-0.02,-0.02,0.01,Unmarked
MPY ESP32,917.936625957489,1.52,9.53,0.51,-0.02,-0.04,0.01,Unmarked
MPY ESP32,918.0411069393158,1.51,9.55,0.5,-0.01,-0.03,0.01,Unmarked
MPY ESP32,918.1461811065674,1.49,9.53,0.52,-0.02,-0.03,0.01,Unmarked
MPY ESP32,918.2515680789948,1.54,9.52,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,918.3562300205231,1.49,9.51,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,918.4609861373901,1.48,9.53,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,918.5663411617279,1.49,9.54,0.54,-0.02,-0.01,0.01,Unmarked
MPY ESP32,918.6712470054626,1.51,9.5,0.52,-0.01,-0.03,0.01,Unmarked
MPY ESP32,918.7762680053711,1.47,9.56,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,918.8810269832611,1.49,9.51,0.52,-0.01,-0.02,0.01,Unmarked
MPY ESP32,918.9861500263214,1.51,9.5,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,919.091313123703,1.53,9.54,0.54,-0.02,-0.01,0.01,Unmarked
MPY ESP32,919.1962630748749,1.51,9.51,0.5,-0.02,-0.03,0.01,Unmarked
MPY ESP32,919.3025069236755,1.51,9.52,0.51,-0.02,-0.01,0.01,Unmarked
MPY ESP32,919.4060690402985,1.52,9.53,0.5,-0.01,-0.02,0.01,Unmarked
MPY ESP32,919.5111410617828,1.54,9.51,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,919.6176850795746,1.51,9.54,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,919.7222571372986,1.53,9.53,0.53,-0.02,-0.01,0.01,Unmarked
MPY ESP32,919.8262650966644,1.49,9.5,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,919.9311490058899,1.54,9.52,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,920.0369980335236,1.51,9.52,0.5,-0.02,-0.03,0.01,Unmarked
MPY ESP32,920.1420941352844,1.51,9.52,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,920.2465147972107,1.53,9.51,0.5,-0.01,-0.02,0.01,Unmarked
MPY ESP32,920.351765871048,1.51,9.51,0.51,-0.01,-0.04,0.01,Unmarked
MPY ESP32,920.4572138786316,1.51,9.52,0.53,-0.01,-0.03,0.01,Unmarked
MPY ESP32,920.5619900226593,1.5,9.53,0.51,-0.01,-0.0,0.01,Unmarked
MPY ESP32,920.6675870418549,1.53,9.52,0.52,-0.02,-0.03,0.01,Unmarked
MPY ESP32,920.7717690467834,1.52,9.5,0.5,-0.01,-0.03,0.01,Unmarked
MPY ESP32,920.8772761821747,1.53,9.53,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,920.981388092041,1.55,9.53,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,921.0862629413605,1.5,9.53,0.47,-0.02,-0.03,0.01,Unmarked
MPY ESP32,921.1913120746613,1.46,9.51,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,921.2974419593811,1.49,9.51,0.54,-0.02,-0.02,0.01,Unmarked
MPY ESP32,921.4024710655212,1.52,9.53,0.49,-0.02,-0.03,0.01,Unmarked
MPY ESP32,921.5064179897308,1.54,9.53,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,921.6111481189728,1.49,9.51,0.5,-0.02,-0.03,0.01,Unmarked
MPY ESP32,921.7175390720367,1.5,9.52,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,921.8219871520996,1.54,9.49,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,921.9573490619659,1.51,9.54,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,922.0325510501862,1.51,9.53,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,922.137501001358,1.52,9.52,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,922.2572960853577,1.54,9.54,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,922.3472712039948,1.53,9.5,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,922.452474117279,1.51,9.49,0.54,-0.03,-0.02,0.01,Unmarked
MPY ESP32,922.5574641227722,1.5,9.52,0.51,-0.01,-0.01,0.01,Unmarked
MPY ESP32,922.6625170707703,1.52,9.52,0.51,-0.01,-0.04,0.01,Unmarked
MPY ESP32,922.7672691345215,1.47,9.51,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,922.8722941875458,1.47,9.52,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,922.9775059223175,1.5,9.51,0.51,-0.01,-0.01,0.01,Unmarked
MPY ESP32,923.0821402072906,1.49,9.51,0.54,-0.02,-0.01,0.0,Unmarked
MPY ESP32,923.1884999275208,1.53,9.53,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,923.2925171852112,1.53,9.52,0.52,-0.02,-0.04,0.01,Unmarked
MPY ESP32,923.3974740505219,1.52,9.53,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,923.502445936203,1.52,9.53,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,923.6076400279999,1.51,9.51,0.5,-0.02,-0.04,0.01,Unmarked
MPY ESP32,923.7123560905457,1.51,9.53,0.5,-0.01,-0.02,0.01,Unmarked
MPY ESP32,923.8174951076508,1.53,9.54,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,923.9223458766937,1.52,9.5,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,924.028165102005,1.5,9.53,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,924.1321699619293,1.53,9.52,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,924.2373540401459,1.53,9.51,0.5,-0.02,-0.04,0.01,Unmarked
MPY ESP32,924.3423550128937,1.51,9.52,0.5,-0.02,-0.01,0.01,Unmarked
MPY ESP32,924.4462289810181,1.51,9.51,0.49,-0.01,-0.03,0.01,Unmarked
MPY ESP32,924.5525691509247,1.55,9.54,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,924.6561279296875,1.53,9.5,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,924.761244058609,1.54,9.5,0.51,-0.02,-0.02,0.0,Unmarked
MPY ESP32,924.8663229942322,1.53,9.5,0.5,-0.02,-0.01,0.01,Unmarked
MPY ESP32,924.9723100662231,1.52,9.51,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,925.0763289928436,1.53,9.52,0.49,-0.02,-0.01,0.01,Unmarked
MPY ESP32,925.1817531585693,1.52,9.55,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,925.2864270210266,1.5,9.53,0.51,-0.02,-0.02,0.01,Unmarked
MPY ESP32,925.390613079071,1.5,9.51,0.5,-0.03,-0.02,0.01,Unmarked
MPY ESP32,925.4963200092316,1.53,9.52,0.47,-0.03,-0.01,0.01,Unmarked
MPY ESP32,925.6010339260101,1.52,9.51,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,925.7075340747833,1.51,9.52,0.55,-0.02,-0.03,0.01,Unmarked
MPY ESP32,925.8125319480896,1.51,9.53,0.53,-0.03,-0.02,0.01,Unmarked
MPY ESP32,925.9162831306458,1.53,9.51,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,926.0215549468994,1.53,9.54,0.51,-0.01,-0.02,0.01,Unmarked
MPY ESP32,926.127277135849,1.51,9.56,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,926.2319941520691,1.53,9.53,0.56,-0.02,-0.04,0.01,Unmarked
MPY ESP32,926.3373529911041,1.54,9.53,0.55,-0.02,-0.0,0.01,Unmarked
MPY ESP32,926.4418349266052,1.49,9.51,0.56,-0.02,-0.03,0.01,Unmarked
MPY ESP32,926.5470759868622,1.49,9.55,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,926.650799036026,1.51,9.52,0.55,-0.02,-0.0,0.01,Unmarked
MPY ESP32,926.7555251121521,1.51,9.52,0.51,-0.01,-0.01,0.01,Unmarked
MPY ESP32,926.8610479831696,1.51,9.52,0.5,-0.02,-0.02,0.01,Unmarked
MPY ESP32,926.9655940532684,1.52,9.53,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,927.0853538513184,1.5,9.55,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,927.1762402057648,1.52,9.55,0.55,-0.03,-0.03,0.01,Unmarked
MPY ESP32,927.2832901477814,1.48,9.53,0.54,-0.03,-0.02,0.01,Unmarked
MPY ESP32,927.3875420093536,1.48,9.53,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,927.4924621582031,1.49,9.49,0.52,-0.01,-0.01,0.01,Unmarked
MPY ESP32,927.597498178482,1.52,9.51,0.51,-0.01,-0.02,0.01,Unmarked
MPY ESP32,927.7023711204529,1.47,9.52,0.48,-0.02,-0.02,0.01,Unmarked
MPY ESP32,927.8075709342957,1.48,9.52,0.51,-0.01,-0.04,0.01,Unmarked
MPY ESP32,927.9127521514893,1.52,9.51,0.55,-0.03,-0.02,0.01,Unmarked
MPY ESP32,928.0172431468964,1.52,9.53,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,928.122015953064,1.5,9.52,0.53,-0.02,-0.01,0.01,Unmarked
MPY ESP32,928.2274959087372,1.49,9.51,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,928.3472850322723,1.52,9.55,0.52,-0.02,-0.0,0.01,Unmarked
MPY ESP32,928.4371509552002,1.5,9.52,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,928.5425570011139,1.51,9.51,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,928.6474738121033,1.49,9.53,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,928.7523980140686,1.48,9.53,0.51,-0.02,-0.03,0.01,Unmarked
MPY ESP32,928.858588218689,1.54,9.53,0.51,-0.02,-0.0,0.01,Unmarked
MPY ESP32,928.962338924408,1.52,9.56,0.53,-0.03,-0.02,0.01,Unmarked
MPY ESP32,929.0668170452118,1.49,9.52,0.54,-0.03,-0.03,0.01,Unmarked
MPY ESP32,929.1711730957031,1.53,9.5,0.52,-0.02,-0.04,0.01,Unmarked
MPY ESP32,929.2763178348541,1.48,9.53,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,929.397225856781,1.52,9.53,0.5,-0.02,-0.03,0.01,Unmarked
MPY ESP32,929.4861319065094,1.52,9.53,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,929.5912041664124,1.54,9.48,0.57,-0.02,-0.01,0.01,Unmarked
MPY ESP32,929.6963150501251,1.54,9.53,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,929.8014140129089,1.51,9.52,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,929.9072601795197,1.52,9.53,0.53,-0.02,-0.02,0.01,Unmarked
MPY ESP32,930.012412071228,1.52,9.53,0.53,-0.02,-0.04,0.01,Unmarked
MPY ESP32,930.1173360347748,1.54,9.54,0.52,-0.03,-0.03,0.01,Unmarked
MPY ESP32,930.2223470211029,1.52,9.52,0.52,-0.01,-0.03,0.01,Unmarked
MPY ESP32,930.326434135437,1.54,9.5,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,930.4317519664764,1.52,9.55,0.55,-0.02,-0.02,0.01,Unmarked
MPY ESP32,930.5372710227966,1.53,9.53,0.52,-0.02,-0.02,0.01,Unmarked
MPY ESP32,930.6424100399017,1.53,9.5,0.52,-0.02,-0.03,0.01,Unmarked
MPY ESP32,930.747111082077,1.51,9.54,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,930.8524279594421,1.52,9.53,0.54,-0.01,-0.03,0.01,Unmarked
MPY ESP32,930.9560880661011,1.48,9.51,0.51,-0.01,-0.02,0.0,Unmarked
MPY ESP32,931.0611801147461,1.6,9.59,0.49,-0.02,-0.03,0.01,Unmarked
MPY ESP32,931.1658680438995,1.49,9.51,0.54,-0.02,-0.03,0.01,Unmarked
MPY ESP32,931.2710740566254,1.53,9.52,0.56,-0.02,-0.03,0.01,Unmarked
MPY ESP32,931.3762149810791,1.52,9.55,0.53,-0.02,-0.03,0.01,Unmarked
MPY ESP32,931.4809160232544,1.54,9.53,0.52,-0.02,-0.01,0.01,Unmarked
MPY ESP32,931.5871510505676,1.52,9.52,0.54,-0.01,-0.01,0.01,Unmarked
MPY ESP32,931.6932039260864,1.48,9.49,0.54,-0.03,-0.02,0.01,Unmarked
MPY ESP32,931.7974698543549,1.52,9.52,0.52,-0.02,-0.05,0.01,Unmarked
MPY ESP32,931.9021570682526,1.53,9.55,0.52,-0.02,-0.05,0.01,Unmarked
MPY ESP32,932.0072360038757,1.49,9.56,0.51,-0.01,-0.01,0.01,Unmarked
MPY ESP32,932.1111941337585,1.5,9.5,0.54,-0.02,-0.01,0.01,Unmarked
MPY ESP32,932.2162070274353,1.5,9.54,0.52,-0.01,-0.02,0.01,Unmarked
MPY ESP32,932.3209278583527,1.54,9.5,0.54,-0.02,-0.02,0.01,Unmarked
MPY ESP32,932.4265990257263,1.49,9.52,0.51,-0.01,-0.01,0.01,Unmarked
