Device,Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Annotation
MPY ESP32,74.2582688331604,1.28,9.54,0.42,-0.02,-0.03,0.01,Unmarked
MPY ESP32,74.36324715614319,1.28,9.57,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,74.46751093864441,1.29,9.56,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,74.60146617889404,1.3,9.53,0.43,-0.02,-0.02,0.01,Unmarked
MPY ESP32,74.67724990844727,1.3,9.56,0.42,-0.01,-0.02,0.01,Unmarked
MPY ESP32,74.78296899795532,1.29,9.57,0.4,-0.02,-0.02,0.01,Unmarked
MPY ESP32,74.88828897476196,1.27,9.54,0.41,-0.02,-0.03,0.01,Unmarked
MPY ESP32,74.99430084228516,1.3,9.55,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,75.09812498092651,1.27,9.53,0.42,-0.01,-0.02,0.01,Unmarked
MPY ESP32,75.20336103439331,1.3,9.54,0.43,-0.01,-0.02,0.01,Unmarked
MPY ESP32,75.30830907821655,1.31,9.57,0.39,-0.01,-0.02,0.01,Unmarked
MPY ESP32,75.413321018219,1.32,9.57,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,75.51843309402466,1.3,9.56,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,75.6231632232666,1.29,9.59,0.32,-0.02,-0.01,0.01,Unmarked
MPY ESP32,75.72824907302856,1.26,9.57,0.38,-0.03,-0.02,0.01,Unmarked
MPY ESP32,75.83338212966919,1.28,9.52,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,75.93833589553833,1.28,9.56,0.43,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.04322290420532,1.3,9.56,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.14809703826904,1.29,9.58,0.41,-0.01,-0.02,0.01,Unmarked
MPY ESP32,76.25327801704407,1.31,9.54,0.42,-0.01,-0.02,0.01,Unmarked
MPY ESP32,76.35839891433716,1.3,9.55,0.42,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.46333909034729,1.29,9.58,0.39,-0.02,-0.02,0.0,Unmarked
MPY ESP32,76.5692458152771,1.3,9.58,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.6728618144989,1.29,9.59,0.39,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.77777194976807,1.31,9.54,0.41,-0.01,-0.02,0.01,Unmarked
MPY ESP32,76.88231706619263,1.28,9.56,0.46,-0.02,-0.02,0.01,Unmarked
MPY ESP32,76.98737788200378,1.28,9.57,0.44,-0.02,-0.02,0.01,Unmarked
MPY ESP32,77.09237098693848,1.3,9.58,0.41,-0.02,-0.03,0.01,Unmarked
MPY ESP32,77.19830012321472,1.29,9.56,0.42,-0.02,-0.03,0.01,Unmarked
MPY ESP32,77.30332589149475,1.34,9.63,0.35,-0.03,-0.03,0.01,Unmarked
MPY ESP32,77.40836095809937,1.29,9.57,0.41,-0.02,-0.03,0.02,Unmarked
MPY ESP32,77.51268100738525,1.28,9.55,0.42,-0.01,-0.03,0.0,Unmarked
MPY ESP32,77.61807799339294,1.28,9.55,0.43,-0.02,-0.03,0.01,Unmarked
MPY ESP32,77.72323608398438,1.31,9.56,0.42,-0.02,-0.03,0.0,Unmarked
MPY ESP32,77.82806396484375,1.25,9.52,0.4,-0.02,-0.03,0.0,Unmarked
MPY ESP32,77.93342208862305,1.31,9.58,0.41,-0.01,-0.02,0.0,Unmarked
MPY ESP32,78.03818893432617,1.28,9.54,0.4,-0.02,-0.03,0.01,Unmarked
MPY ESP32,78.14322805404663,1.29,9.57,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,78.24733591079712,1.26,9.54,0.36,-0.01,-0.02,0.01,Unmarked
MPY ESP32,78.35227012634277,1.3,9.56,0.38,-0.01,-0.03,0.01,Unmarked
MPY ESP32,78.4582130908966,1.28,9.54,0.35,-0.01,-0.03,0.01,Unmarked
MPY ESP32,78.56332588195801,1.27,9.59,0.37,-0.02,-0.02,0.01,Unmarked
MPY ESP32,78.66711187362671,1.24,9.57,0.36,-0.02,-0.02,0.0,Unmarked
MPY ESP32,78.77329516410828,1.28,9.56,0.36,-0.02,-0.02,0.01,Unmarked
MPY ESP32,78.87817907333374,1.29,9.56,0.38,-0.02,-0.03,0.01,Unmarked
MPY ESP32,78.98336791992188,1.32,9.59,0.25,-0.02,-0.02,0.01,Unmarked
MPY ESP32,79.08733797073364,1.3,9.56,0.33,-0.03,-0.02,0.01,Unmarked
MPY ESP32,79.19220805168152,1.28,9.53,0.35,-0.02,-0.02,0.0,Unmarked
MPY ESP32,79.29824614524841,1.29,9.54,0.35,-0.02,-0.03,0.0,Unmarked
MPY ESP32,79.40342020988464,1.28,9.58,0.37,-0.02,-0.02,0.0,Unmarked
MPY ESP32,79.507404088974,1.27,9.56,0.38,-0.02,-0.02,0.01,Unmarked
MPY ESP32,79.61158084869385,1.3,9.56,0.36,-0.02,-0.02,0.01,Unmarked
MPY ESP32,79.71735286712646,1.27,9.56,0.38,-0.02,-0.02,0.01,Unmarked
MPY ESP32,79.82401704788208,1.26,9.57,0.38,-0.03,-0.03,0.01,Unmarked
MPY ESP32,79.92847681045532,1.27,9.57,0.4,-0.02,-0.02,0.0,Unmarked
MPY ESP32,80.03334188461304,1.27,9.58,0.37,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.1382520198822,1.24,9.54,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.24201893806458,1.26,9.56,0.39,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.34705781936646,1.27,9.52,0.39,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.45201396942139,1.27,9.53,0.41,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.55707907676697,1.25,9.55,0.4,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.6621561050415,1.25,9.59,0.31,-0.02,-0.02,0.02,Unmarked
MPY ESP32,80.76709508895874,1.2,9.54,0.34,-0.02,-0.01,0.01,Unmarked
MPY ESP32,80.87215518951416,1.27,9.55,0.37,-0.02,-0.02,0.01,Unmarked
MPY ESP32,80.99224019050598,1.28,9.56,0.37,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.08201503753662,1.27,9.6,0.35,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.18726015090942,1.28,9.56,0.39,-0.01,-0.02,0.01,Unmarked
MPY ESP32,81.29215621948242,1.26,9.57,0.4,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.39714503288269,1.27,9.52,0.4,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.50217390060425,1.3,9.57,0.39,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.60721778869629,1.28,9.55,0.39,-0.01,-0.01,0.01,Unmarked
MPY ESP32,81.71202898025513,1.29,9.55,0.39,-0.02,-0.02,0.01,Unmarked
MPY ESP32,81.81824088096619,1.33,9.57,0.38,-0.03,0.01,0.0,Unmarked
MPY ESP32,81.92209792137146,1.26,9.56,0.47,-0.04,0.02,0.0,Unmarked
MPY ESP32,82.02722501754761,1.27,9.56,0.36,-0.06,0.04,-0.01,Unmarked
MPY ESP32,82.13256812095642,1.16,9.63,0.32,-0.08,0.02,-0.02,Unmarked
MPY ESP32,82.23828911781311,1.34,9.59,0.65,-0.08,0.02,-0.04,Unmarked
MPY ESP32,82.34335994720459,1.07,9.48,0.74,-0.07,0.02,-0.05,Unmarked
MPY ESP32,82.44840383529663,1.06,9.53,0.71,-0.06,-0.01,-0.04,Unmarked
MPY ESP32,82.55318903923035,1.08,9.52,0.76,-0.06,-0.03,-0.06,Unmarked
MPY ESP32,82.65774607658386,0.89,9.55,0.73,-0.03,-0.06,-0.06,Unmarked
MPY ESP32,82.76246809959412,1.0,9.59,0.81,-0.01,-0.07,-0.03,Unmarked
MPY ESP32,82.86708903312683,0.8,9.57,0.69,0.0,-0.07,-0.01,Unmarked
MPY ESP32,82.97371697425842,0.79,9.55,0.67,-0.01,-0.07,0.02,Unmarked
MPY ESP32,83.0778238773346,0.82,9.58,0.75,0.01,-0.06,0.01,Unmarked
MPY ESP32,83.18317890167236,0.8,9.51,0.66,0.02,-0.08,0.05,Unmarked
MPY ESP32,83.28711295127869,0.93,9.51,0.67,0.03,-0.1,0.09,Unmarked
MPY ESP32,83.39219498634338,1.19,9.61,0.48,0.01,-0.14,0.16,Unmarked
MPY ESP32,83.49802303314209,0.37,9.36,-0.25,-0.0,-0.16,0.15,Unmarked
MPY ESP32,83.60220098495483,1.88,9.73,0.58,0.01,-0.14,0.1,Unmarked
MPY ESP32,83.70748114585876,0.61,9.93,-0.97,-0.13,-0.38,0.14,Unmarked
MPY ESP32,83.81300902366638,1.36,9.44,0.51,-0.11,-0.31,0.03,Unmarked
MPY ESP32,83.91813611984253,1.51,9.28,0.85,-0.11,-0.39,0.03,Unmarked
MPY ESP32,84.02332592010498,1.48,9.65,0.47,-0.2,-0.54,0.07,Unmarked
MPY ESP32,84.12826108932495,2.34,9.34,1.21,-0.04,-0.2,0.09,Unmarked
MPY ESP32,84.23292899131775,2.21,9.48,0.71,0.01,-0.11,0.09,Unmarked
MPY ESP32,84.33833289146423,1.91,9.33,0.47,0.02,-0.1,0.11,Unmarked
MPY ESP32,84.4413230419159,2.06,9.35,0.29,0.06,-0.15,0.16,Unmarked
MPY ESP32,84.54626703262329,2.43,9.43,0.36,0.1,-0.21,0.16,Unmarked
MPY ESP32,84.65306305885315,2.38,9.21,0.22,0.1,-0.29,0.18,Unmarked
MPY ESP32,84.75715923309326,3.35,9.23,0.3,0.19,-0.45,0.17,Unmarked
MPY ESP32,84.8633599281311,3.05,8.77,-3.31,0.22,-1.02,0.18,Unmarked
MPY ESP32,84.96782517433167,1.97,10.35,-1.34,0.09,-1.56,0.14,Unmarked
MPY ESP32,85.07230305671692,3.16,9.14,-2.06,0.48,-1.61,0.12,Unmarked
MPY ESP32,85.17817282676697,6.05,10.23,0.39,0.97,-0.68,-0.14,Unmarked
MPY ESP32,85.28271508216858,7.41,11.11,-2.5,0.52,-2.47,-0.86,Unmarked
MPY ESP32,85.38820910453796,-10.94,19.46,12.89,-0.4,-4.37,-4.37,Unmarked
MPY ESP32,85.49280095100403,-5.04,10.74,4.42,-2.1,-3.23,-2.7,Unmarked
MPY ESP32,85.59811997413635,-7.88,10.19,0.44,-1.65,-3.4,-0.1,Unmarked
MPY ESP32,85.70226001739502,-0.95,2.32,-15.05,-0.18,-2.66,4.33,Unmarked
MPY ESP32,85.80760598182678,-19.61,-3.95,-14.14,1.36,-2.6,4.33,Unmarked
MPY ESP32,85.9133129119873,19.46,-6.26,-0.13,0.97,-1.26,0.62,Unmarked
MPY ESP32,86.01843190193176,5.65,8.08,2.28,0.4,-0.34,-0.59,Unmarked
MPY ESP32,86.12335205078125,3.79,8.55,1.57,0.39,-0.2,-0.49,Unmarked
MPY ESP32,86.22955703735352,4.68,9.28,1.82,0.21,-0.18,-0.33,Unmarked
MPY ESP32,86.33317613601685,3.78,8.97,1.54,0.32,-0.08,-0.46,Unmarked
MPY ESP32,86.43807315826416,2.45,8.71,1.19,0.28,-0.09,-0.38,Unmarked
MPY ESP32,86.54324388504028,2.62,9.21,0.89,0.22,-0.08,-0.19,Unmarked
MPY ESP32,86.64816617965698,2.9,9.55,0.57,0.15,-0.12,-0.19,Unmarked
MPY ESP32,86.75317287445068,2.78,9.48,0.89,0.35,-0.07,-0.32,Unmarked
MPY ESP32,86.85840106010437,1.73,9.15,0.03,0.38,-0.1,-0.32,Unmarked
MPY ESP32,86.96240401268005,1.77,9.41,-0.18,0.35,-0.13,-0.27,Unmarked
MPY ESP32,87.0673131942749,1.45,9.53,-0.89,0.35,-0.14,-0.32,Unmarked
MPY ESP32,87.17283987998962,0.84,9.56,-1.14,0.35,-0.07,-0.26,Unmarked
MPY ESP32,87.29348707199097,1.09,9.48,-0.47,0.45,0.64,-0.26,Unmarked
MPY ESP32,87.38295292854309,0.67,9.42,-2.09,0.32,0.12,-0.19,Unmarked
MPY ESP32,87.48818397521973,0.55,9.31,-2.98,0.27,0.12,-0.13,Unmarked
MPY ESP32,87.59295678138733,0.69,9.39,-2.21,0.25,0.03,-0.15,Unmarked
MPY ESP32,87.69727516174316,0.3,9.31,-2.77,0.25,0.16,-0.14,Unmarked
MPY ESP32,87.80210494995117,0.26,9.2,-2.95,0.19,0.13,-0.09,Unmarked
MPY ESP32,87.90824484825134,0.31,9.17,-3.49,0.17,0.14,-0.1,Unmarked
MPY ESP32,88.0133318901062,0.39,9.13,-3.29,0.19,0.19,-0.14,Unmarked
MPY ESP32,88.11827087402344,1.18,9.42,-3.57,0.13,0.1,-0.3,Unmarked
MPY ESP32,88.22341394424438,6.03,11.2,-3.34,0.2,-0.39,-1.54,Unmarked
MPY ESP32,88.32732486724854,-4.63,11.41,6.2,-1.18,-4.37,-4.33,Unmarked
MPY ESP32,88.43432712554932,-3.44,4.17,-2.16,-0.94,3.2,1.81,Unmarked
MPY ESP32,88.53821516036987,-6.22,-0.2,-1.62,-0.97,-0.15,2.54,Unmarked
MPY ESP32,88.67223691940308,4.8,19.46,-11.34,-1.44,3.56,-0.88,Unmarked
MPY ESP32,88.74692988395691,5.09,9.51,0.67,-0.32,0.37,0.16,Unmarked
MPY ESP32,88.85198903083801,-0.64,9.7,1.63,-0.32,0.69,0.69,Unmarked
MPY ESP32,88.95735120773315,-0.88,9.06,0.97,-0.2,0.38,1.1,Unmarked
MPY ESP32,89.0613009929657,-0.69,8.52,0.43,-0.12,0.03,1.74,Unmarked
MPY ESP32,89.16718792915344,-5.09,7.43,-0.57,-0.05,0.06,0.19,Unmarked
MPY ESP32,89.27211213111877,2.68,9.5,0.89,-0.05,0.06,-0.02,Unmarked
MPY ESP32,89.37719106674194,2.35,9.18,1.19,-0.09,0.02,0.05,Unmarked
MPY ESP32,89.48146104812622,2.29,9.34,0.69,-0.04,0.07,0.09,Unmarked
MPY ESP32,89.58740305900574,2.34,9.04,1.12,0.02,0.23,0.15,Unmarked
MPY ESP32,89.69200706481934,2.92,9.13,1.23,0.02,0.17,0.06,Unmarked
MPY ESP32,89.79702305793762,2.42,8.97,0.87,0.1,0.44,0.03,Unmarked
MPY ESP32,89.90321779251099,2.3,9.02,0.83,0.02,0.15,0.09,Unmarked
MPY ESP32,90.00767612457275,2.46,9.29,0.78,-0.02,0.04,0.14,Unmarked
MPY ESP32,90.11325311660767,2.71,9.15,0.97,0.02,0.1,0.07,Unmarked
MPY ESP32,90.21816396713257,2.65,9.39,0.6,0.0,0.1,0.1,Unmarked
MPY ESP32,90.32339191436768,2.95,9.27,0.89,-0.07,-0.0,0.11,Unmarked
MPY ESP32,90.42819905281067,3.0,8.84,1.22,0.05,0.18,0.17,Unmarked
MPY ESP32,90.53330898284912,3.87,9.24,1.08,0.03,0.19,0.18,Unmarked
MPY ESP32,90.63839793205261,3.4,8.94,1.06,0.1,0.47,0.16,Unmarked
MPY ESP32,90.74311900138855,2.87,9.31,0.33,0.03,0.55,0.16,Unmarked
MPY ESP32,90.84799003601074,5.11,9.09,1.39,-0.26,-0.09,0.03,Unmarked
MPY ESP32,90.95353698730469,14.64,11.55,-0.07,-0.16,0.45,-1.43,Unmarked
MPY ESP32,91.05828809738159,-5.58,9.71,-2.73,-0.26,2.84,-0.49,Unmarked
MPY ESP32,91.16292715072632,-8.03,9.59,-4.3,1.13,2.01,-1.29,Unmarked
MPY ESP32,91.26816296577454,-3.79,6.12,-2.66,1.65,1.44,-1.54,Unmarked
MPY ESP32,91.3743679523468,-0.63,4.13,4.33,0.87,1.48,0.46,Unmarked
MPY ESP32,91.47747492790222,-18.7,19.46,3.18,1.17,1.84,2.5,Unmarked
MPY ESP32,91.58328008651733,17.46,7.09,3.99,-0.6,0.11,-0.02,Unmarked
MPY ESP32,91.68830299377441,-1.52,7.69,-2.25,-0.43,0.68,0.27,Unmarked
MPY ESP32,91.79269099235535,2.32,8.51,-2.37,-0.39,0.63,-0.16,Unmarked
MPY ESP32,91.89810824394226,2.69,9.5,-0.8,-0.5,0.15,-0.39,Unmarked
MPY ESP32,92.00273609161377,2.51,9.01,-0.27,-0.42,0.2,-0.21,Unmarked
MPY ESP32,92.10746908187866,2.46,9.22,0.13,-0.47,0.19,-0.15,Unmarked
MPY ESP32,92.21241402626038,3.78,9.96,1.62,-0.34,0.28,-0.06,Unmarked
MPY ESP32,92.31745290756226,2.23,9.3,0.33,-0.3,0.21,-0.13,Unmarked
MPY ESP32,92.42268419265747,2.22,9.31,1.06,-0.22,0.19,-0.22,Unmarked
MPY ESP32,92.52732300758362,1.57,9.27,1.12,-0.16,0.19,-0.23,Unmarked
MPY ESP32,92.63240218162537,1.96,9.61,1.32,-0.24,0.17,-0.21,Unmarked
MPY ESP32,92.73760294914246,1.24,9.27,1.64,-0.26,0.19,-0.25,Unmarked
MPY ESP32,92.84315896034241,3.17,10.52,2.09,-0.26,0.35,-0.4,Unmarked
MPY ESP32,92.94714307785034,-0.22,8.61,1.91,-0.19,0.42,-0.58,Unmarked
MPY ESP32,93.05333709716797,-0.32,8.61,2.5,0.02,1.51,-0.08,Unmarked
MPY ESP32,93.15840792655945,0.53,9.72,2.33,-0.23,0.88,-0.15,Unmarked
MPY ESP32,93.26321411132812,2.53,10.74,1.61,-0.29,0.66,-0.97,Unmarked
MPY ESP32,93.3672080039978,19.07,11.16,-16.28,-0.11,0.81,-4.37,Unmarked
MPY ESP32,93.47274589538574,-16.9,4.69,-11.77,0.71,0.81,0.97,Unmarked
MPY ESP32,93.57812094688416,-3.92,-0.3,-9.27,2.14,3.53,3.71,Unmarked
MPY ESP32,93.6820011138916,-4.68,11.34,5.92,1.26,1.5,1.43,Unmarked
MPY ESP32,93.80303406715393,-7.08,18.59,10.53,-0.01,3.06,-0.51,Unmarked
MPY ESP32,93.89322304725647,19.46,15.73,15.8,-1.6,2.5,-0.84,Unmarked
MPY ESP32,93.99771499633789,1.63,9.54,-3.83,-0.46,0.53,-0.61,Unmarked
MPY ESP32,94.10272192955017,2.16,9.58,-1.65,-0.79,0.1,-0.29,Unmarked
MPY ESP32,94.20775699615479,1.87,9.64,-0.59,-0.69,0.23,-0.21,Unmarked
MPY ESP32,94.31364917755127,1.77,9.7,0.11,-0.59,0.24,-0.23,Unmarked
MPY ESP32,94.41839504241943,0.37,8.74,1.2,-0.59,0.06,-0.26,Unmarked
MPY ESP32,94.52231001853943,0.95,9.68,0.67,-0.38,0.19,-0.19,Unmarked
MPY ESP32,94.62754607200623,1.18,9.81,1.44,-0.31,0.24,-0.26,Unmarked
MPY ESP32,94.73223304748535,0.69,9.74,1.19,-0.26,0.32,-0.49,Unmarked
MPY ESP32,94.83724904060364,-0.78,9.05,1.31,0.02,0.35,-0.5,Unmarked
MPY ESP32,94.94297909736633,-1.14,9.95,1.37,-0.15,0.13,-0.51,Unmarked
MPY ESP32,95.06441593170166,-0.11,9.64,2.46,-0.1,0.68,-0.63,Unmarked
MPY ESP32,95.15325784683228,2.56,10.97,0.44,-0.17,0.67,-1.56,Unmarked
MPY ESP32,95.25798296928406,15.89,2.3,-4.04,-0.56,1.27,-4.37,Unmarked
MPY ESP32,95.36228084564209,-5.01,8.37,0.99,0.66,-0.12,1.77,Unmarked
MPY ESP32,95.46739506721497,-7.56,6.11,2.55,0.72,-0.43,2.49,Unmarked
MPY ESP32,95.57314896583557,-8.07,-8.14,7.49,-0.73,2.99,4.33,Unmarked
MPY ESP32,95.67768597602844,9.22,16.36,-9.07,-1.48,0.27,-2.25,Unmarked
MPY ESP32,95.7821831703186,0.67,8.7,-0.34,-0.07,0.17,1.2,Unmarked
MPY ESP32,95.88762211799622,-1.1,4.98,3.28,0.02,-0.03,-0.36,Unmarked
MPY ESP32,95.99273800849915,4.09,8.82,-0.76,0.02,-0.0,-0.28,Unmarked
MPY ESP32,96.09731602668762,3.86,8.85,0.03,-0.04,0.03,-0.21,Unmarked
MPY ESP32,96.2023549079895,3.87,8.78,0.27,-0.06,0.01,-0.06,Unmarked
MPY ESP32,96.30765581130981,4.1,8.96,0.16,-0.08,-0.01,-0.09,Unmarked
MPY ESP32,96.41226005554199,3.64,8.93,0.3,-0.06,-0.0,-0.12,Unmarked
MPY ESP32,96.51695609092712,3.48,8.91,0.36,-0.05,0.01,-0.07,Unmarked
MPY ESP32,96.62230610847473,3.51,8.95,0.4,-0.04,0.0,-0.02,Unmarked
MPY ESP32,96.72788405418396,3.51,8.98,0.38,-0.01,-0.02,-0.04,Unmarked
MPY ESP32,96.83330821990967,3.44,8.98,0.38,0.02,-0.02,-0.03,Unmarked
MPY ESP32,96.93705797195435,3.31,8.95,0.33,0.02,-0.03,0.01,Unmarked
MPY ESP32,97.04257607460022,3.54,9.06,0.3,0.01,-0.03,0.0,Unmarked
MPY ESP32,97.14719796180725,3.44,9.0,0.16,0.01,-0.02,-0.03,Unmarked
MPY ESP32,97.2520399093628,3.3,9.0,0.25,-0.01,-0.02,0.01,Unmarked
MPY ESP32,97.35726618766785,3.58,9.09,0.24,0.0,-0.02,0.01,Unmarked
MPY ESP32,97.46217203140259,3.49,9.04,0.22,0.0,-0.04,-0.01,Unmarked
MPY ESP32,97.5673279762268,3.42,9.03,0.19,0.01,-0.04,0.01,Unmarked
MPY ESP32,97.67232203483582,3.48,9.05,0.2,0.0,-0.03,0.01,Unmarked
MPY ESP32,97.77728986740112,3.52,9.08,0.19,-0.01,-0.05,0.03,Unmarked
MPY ESP32,97.88217687606812,3.6,9.12,0.12,-0.01,-0.03,0.02,Unmarked
MPY ESP32,97.9874279499054,3.47,9.04,0.12,-0.01,-0.03,0.02,Unmarked
MPY ESP32,98.092777967453,3.53,9.08,0.1,-0.0,-0.03,0.04,Unmarked
MPY ESP32,98.19825887680054,3.6,9.01,0.13,0.01,-0.03,0.07,Unmarked
MPY ESP32,98.30301213264465,3.57,9.0,0.1,-0.02,-0.03,0.04,Unmarked
MPY ESP32,98.40727281570435,3.65,8.95,0.12,0.0,-0.03,0.06,Unmarked
MPY ESP32,98.51211380958557,3.72,8.98,0.06,0.02,-0.03,0.06,Unmarked
MPY ESP32,98.61817002296448,3.85,9.0,-0.08,0.01,0.01,0.07,Unmarked
MPY ESP32,98.72317504882812,3.97,9.04,-0.12,-0.03,0.04,0.09,Unmarked
MPY ESP32,98.82825899124146,3.81,8.89,-0.16,-0.09,0.07,0.09,Unmarked
MPY ESP32,98.93323016166687,4.25,8.92,0.14,-0.15,0.14,0.08,Unmarked
MPY ESP32,99.03856301307678,13.36,9.99,1.07,-0.06,0.83,-1.17,Unmarked
MPY ESP32,99.14343190193176,-3.49,14.97,-13.59,-0.31,1.26,-1.55,Unmarked
MPY ESP32,99.24825596809387,0.11,4.75,-9.43,1.34,1.52,-0.85,Unmarked
MPY ESP32,99.35327005386353,-6.76,5.15,1.24,1.98,1.3,-0.13,Unmarked
MPY ESP32,99.45650601387024,-0.46,15.23,10.15,1.17,1.43,0.85,Unmarked
MPY ESP32,99.56199598312378,19.46,11.43,-13.84,0.73,3.35,2.62,Unmarked
MPY ESP32,99.66734790802002,-1.19,10.58,-3.19,-0.52,-0.01,-0.13,Unmarked
MPY ESP32,99.77304196357727,2.17,8.93,-1.92,-0.67,0.11,-0.28,Unmarked
MPY ESP32,99.87727499008179,3.01,9.8,-0.69,-0.61,0.16,-0.28,Unmarked
MPY ESP32,99.98366093635559,1.84,9.5,-0.51,-0.59,0.2,-0.25,Unmarked
MPY ESP32,100.08738398551941,1.91,9.48,0.22,-0.37,0.19,-0.27,Unmarked
MPY ESP32,100.1923770904541,1.36,9.51,0.55,-0.28,0.21,-0.21,Unmarked
MPY ESP32,100.29715085029602,1.26,9.49,0.75,-0.27,0.16,-0.2,Unmarked
MPY ESP32,100.40347003936768,1.15,9.55,1.34,-0.31,0.17,-0.2,Unmarked
MPY ESP32,100.50825595855713,0.9,9.5,1.36,-0.21,0.18,-0.2,Unmarked
MPY ESP32,100.61358094215393,0.95,9.72,1.62,-0.19,0.15,-0.21,Unmarked
MPY ESP32,100.71834897994995,0.19,9.37,1.62,-0.13,0.14,-0.27,Unmarked
MPY ESP32,100.82334685325623,0.62,9.74,1.83,-0.2,0.2,-0.35,Unmarked
MPY ESP32,100.92825222015381,-0.03,9.62,1.89,-0.07,0.19,-0.39,Unmarked
MPY ESP32,101.03324890136719,-1.24,9.35,1.84,-0.06,0.15,-0.44,Unmarked
MPY ESP32,101.1377820968628,-1.05,9.63,1.99,-0.07,0.22,-0.41,Unmarked
MPY ESP32,101.24354290962219,-0.92,9.68,1.63,-0.1,0.26,-0.72,Unmarked
MPY ESP32,101.3482129573822,5.61,11.65,3.03,-0.07,0.22,-2.1,Unmarked
MPY ESP32,101.48322987556458,-19.61,4.19,0.79,-0.52,0.04,-2.34,Unmarked
MPY ESP32,101.55832386016846,-4.03,5.27,0.3,0.49,-0.54,-0.35,Unmarked
MPY ESP32,101.66232490539551,-10.4,3.36,1.45,0.69,0.11,0.71,Unmarked
MPY ESP32,101.76723003387451,-10.39,2.49,1.81,0.05,0.89,2.27,Unmarked
MPY ESP32,101.87319016456604,-4.87,0.99,1.53,-0.18,1.33,3.08,Unmarked
MPY ESP32,101.97780799865723,-11.9,19.46,2.89,-0.24,-0.15,1.52,Unmarked
MPY ESP32,102.08328604698181,-8.02,12.69,-0.94,0.07,0.87,0.59,Unmarked
MPY ESP32,102.18733096122742,-4.53,8.8,-0.44,-0.06,-0.18,0.18,Unmarked
MPY ESP32,102.29341006278992,-0.79,8.67,0.6,-0.12,0.57,0.02,Unmarked
MPY ESP32,102.39825105667114,0.06,10.09,-0.22,-0.17,0.1,0.62,Unmarked
MPY ESP32,102.50384211540222,-0.26,9.46,0.21,-0.17,0.08,0.61,Unmarked
MPY ESP32,102.62287783622742,0.2,9.36,0.28,-0.15,-0.01,0.9,Unmarked
MPY ESP32,102.71133804321289,0.6,8.63,0.35,-0.08,0.23,1.19,Unmarked
MPY ESP32,102.81725001335144,0.19,8.95,0.1,-0.01,0.01,-0.04,Unmarked
MPY ESP32,102.92314100265503,1.24,9.17,0.44,0.01,0.01,-0.05,Unmarked
MPY ESP32,103.02833724021912,1.84,9.52,0.14,-0.01,0.01,0.02,Unmarked
MPY ESP32,103.1336600780487,1.97,9.5,0.37,-0.03,-0.0,0.01,Unmarked
MPY ESP32,103.23850011825562,1.78,9.45,0.3,-0.01,0.0,-0.03,Unmarked
MPY ESP32,103.34325504302979,1.69,9.44,0.3,0.0,0.01,-0.0,Unmarked
MPY ESP32,103.4482171535492,1.91,9.55,0.24,-0.02,0.0,0.01,Unmarked
MPY ESP32,103.55316495895386,1.79,9.46,0.31,-0.01,-0.0,-0.01,Unmarked
MPY ESP32,103.65820217132568,1.81,9.47,0.28,-0.01,-0.02,-0.0,Unmarked
MPY ESP32,103.7627329826355,1.8,9.49,0.24,-0.0,-0.02,-0.01,Unmarked
MPY ESP32,103.86819505691528,1.77,9.51,0.25,-0.01,-0.02,-0.0,Unmarked
MPY ESP32,103.97342896461487,1.81,9.57,0.23,0.0,-0.02,-0.01,Unmarked
MPY ESP32,104.07837414741516,1.62,9.49,0.17,0.0,-0.03,-0.01,Unmarked
MPY ESP32,104.18298482894897,1.71,9.49,0.19,-0.01,-0.03,-0.0,Unmarked
MPY ESP32,104.2883870601654,1.62,9.5,0.17,-0.02,-0.03,0.0,Unmarked
MPY ESP32,104.39325213432312,1.73,9.51,0.17,-0.02,-0.03,0.01,Unmarked
MPY ESP32,104.49742007255554,1.75,9.56,0.13,-0.01,-0.03,-0.0,Unmarked
MPY ESP32,104.60270524024963,1.62,9.48,0.15,-0.02,-0.02,0.01,Unmarked
